"","BROKEN","CAMPASPE","DUMARESQ","EDWARD-WAKOOL","GINGHAM","GOULBURN","GUNBOWER","GWYDIR","L_MURRAY","LODDON_PYRAMID","LOWER_DARLING","MACINTYRE","MACQUARIE","MULLAROO_LINDSAY","MURRAY-Barmah","MURRAY-dsYarrawonga","MURRAY-mid","MURRUMBIDGEE","SEVERN","UPPER_DARLING","WIMMERA"
"X436013.54..",0.0783,0.2365,0.1023,0.2455,0.215,0.1552,0.1421,0.2403,0.2947,0.2835,0.1552,0.3553,0.2397,0.0714,0.4,0.1709,0.2316,0.1653,0.2455,0.1828,0.3221
"X436607.25..",0.5036,0.5063,0.4971,0.4091,0.5072,0.508,0.5,0.5087,0.4658,0.4972,0.4839,0.5132,0.5058,0.4945,0.45,0.5014,0.4969,0.5074,0.4818,0.4989,0.4892
"X436681.24..",0.185,0.1824,0.3713,0.0909,0.2925,0.2356,0.1842,0.0887,0.2605,0.141,0.2345,0.1842,0.1821,0.3571,0,0.1068,0.1115,0.1862,0,0.3644,0.0929
"X437052.37..",0.5117,0.482,0.424,0.4182,0.5083,0.508,0.5132,0.4978,0.5079,0.5085,0.4908,0.4883,0.491,0.4725,0.5333,0.4929,0.4943,0.5034,0.4182,0.4989,0.5119
"X437194.64..",0,0.1036,0,0.0909,0.0783,0.0333,0,0,0.0974,0,0.0333,0.1421,0.025,0,0,0.037,0.0435,0.0749,0,0,0
"X437762.62..",0.4801,0.4887,0.5117,0.5182,0.5,0.4766,0.5132,0.5119,0.5184,0.5092,0.5057,0.5079,0.4808,0.5165,0.5333,0.4831,0.5002,0.4649,0.5364,0.4908,0.5024
"X438448.11..",0.4964,0.4887,0.4211,0.4455,0.4683,0.3989,0.4947,0.4357,0.45,0.4923,0.4632,0.3263,0.4974,0.4286,0.5667,0.5071,0.4946,0.505,0.4182,0.447,0.4723
"X438975.10..",0.115,0.027,0.1023,0,0.04,0.0333,0.05,0.0455,0.05,0.0726,0.0333,0,0.025,0.0714,0,0.037,0.0292,0.0256,0,0.0333,0
"X439377.16..",0.5017,0.4775,0.4211,0.4545,0.47,0.4793,0.5053,0.4437,0.45,0.463,0.4908,0.3816,0.4936,0.4945,0.5333,0.4615,0.4824,0.5007,0.5,0.5057,0.4308
"X439503.27..",0.0417,0,0,0.0909,0,0.0333,0.1868,0,0.05,0.1709,0.0333,0,0.025,0.0714,0,0.037,0.0435,0.0749,0.0909,0.0655,0.1621
"X439538.51..",0.4283,0.4767,0.5175,0.4727,0.4883,0.454,0.4974,0.4957,0.5105,0.453,0.4701,0.5,0.4244,0.4725,0.3,0.4516,0.4058,0.4161,0.4545,0.5011,0.498
"X439655.68..",0.0417,0,0.0526,0.0909,0.0783,0.0333,0.0974,0.1299,0.1421,0.1396,0.1276,0,0.1186,0,0,0.1396,0.0575,0.1869,0,0,0.085
"X439798.23..",0.1833,0.0788,0.2368,0.1727,0.1833,0.2345,0.3263,0.1762,0.2605,0.037,0.1552,0.3579,0.2212,0.2582,0.3,0.3305,0.209,0.1862,0.1727,0.1828,0.0435
"X439848.10..",0.496,0.4985,0.3977,0.4583,0.498,0.5046,0.4902,0.5071,0.4763,0.5083,0.4529,0.5,0.4974,0.4359,0.5,0.5117,0.4841,0.4984,0.4818,0.4974,0.5221
"X439892.64..",0,0.0286,0,0,0.0417,0.0333,0.05,0.1688,0.05,0,0,0.1023,0.0731,0,0,0,0.0147,0.0263,0,0.0333,0
"X439954.65..",0.4783,0.5008,0.3977,0.4909,0.4964,0.4264,0.5132,0.461,0.4921,0.4758,0.3816,0.5105,0.509,0.5,0.5333,0.4644,0.4563,0.4582,0.4455,0.4138,0.4545
"X440193.42..",0,0.027,0.1023,0.125,0,0.037,0.0526,0,0.05,0.0385,0.0333,0,0.1404,0.1474,0.1667,0.037,0.0724,0.0506,0.0909,0.0345,0.0526
"X440220.49..",0.0783,0.1509,0.193,0,0.215,0.0966,0.2237,0.0455,0,0.037,0.0966,0.193,0.1827,0,0,0.1709,0.1497,0.0985,0.0909,0.0966,0.05
"X440263.35..",0.2167,0.3108,0.4825,0.1727,0.3933,0.3046,0.2947,0.2727,0.3842,0.3533,0.4632,0.4105,0.4147,0.3022,0,0.4259,0.3703,0.4716,0.2455,0.3977,0.3221
"X440424.53..",0.2733,0.2575,0.307,0.0909,0.1558,0.2828,0.2947,0.1688,0.2632,0.1396,0.1552,0.1421,0.2019,0.2527,0,0.2293,0.209,0.226,0,0.1264,0.1245
"X440800.13..",0.3533,0.4362,0.3743,0.4545,0.325,0.4138,0.4526,0.4827,0.4947,0.3732,0.4126,0.3868,0.259,0.4725,0.5,0.3333,0.4115,0.2982,0.4182,0.4379,0.2945
"X441454.8..",0.0417,0,0.193,0,0,0.0333,0,0.0455,0,0.0726,0.0966,0,0.025,0,0,0.037,0,0.1509,0.0909,0.0655,0.1245
"X441570.15..",0.215,0.1036,0.2339,0,0.245,0.1828,0.0974,0.1299,0.1895,0.1068,0.2092,0.1842,0.0494,0.1374,0,0.1068,0.0292,0.1862,0.0909,0.0966,0.1976
"X443150.7..",0.3933,0.4557,0.3392,0.3091,0.15,0.3632,0.1842,0.2727,0.3553,0.3746,0.1828,0.3842,0.2577,0.3022,0.4667,0.4088,0.2524,0.2976,0.3091,0.1552,0.3221
"X443310.7..",0,0.0563,0,0,0,0,0,0,0.05,0,0.0655,0.1421,0,0,0.1667,0,0,0,0,0.0714,0.0526
"X443711.38..",0.085,0.0294,0.193,0,0,0.037,0,0,0,0,0,0.05,0.025,0.0769,0,0,0.0454,0.0263,0,0.0655,0
"X443993.61..",0.4982,0.4602,0.5058,0.4818,0.5067,0.5092,0.5033,0.5087,0.4053,0.4915,0.5046,0.4684,0.5,0.5055,0.5,0.4872,0.4943,0.505,0.4667,0.4594,0.4957
"X444162.36..",0.4983,0.452,0.4766,0.4636,0.505,0.4966,0.5,0.474,0.4789,0.5,0.5092,0.4316,0.4609,0.478,0.5667,0.4758,0.4508,0.5047,0.5182,0.4851,0.413
"X445157.23..",0.085,0.0548,0.1491,0.2,0.1976,0.0435,0.114,0.1688,0.2605,0.0435,0.1264,0.0974,0.1404,0.2879,0.1667,0.04,0.1181,0.1245,0.2455,0.1552,0.1569
"X445266.60..",0,0.027,0,0.0909,0,0,0,0,0.0974,0,0.0966,0.05,0.025,0,0,0.037,0.0441,0,0,0.0655,0
"X445536.43..",0.215,0.2706,0.1569,0.0909,0.2536,0.2906,0.2237,0.3167,0.1842,0.2009,0.2356,0.3605,0.3237,0.2527,NA,0.4245,0.2423,0.2688,0.4909,0.3904,0.2403
"X445657.25..",0.0783,0.2372,0,0.2455,0.04,0,0.1421,0.1762,0,0.2293,0.1264,0,0.1186,0.0714,0,0.0726,0.0983,0.0256,0,0,0.085
"X446111.7..",0.5127,0.5015,0.5065,0.5273,0.5,0.496,0.5184,0.5108,0.4895,0.4744,0.4414,0.4447,0.4904,0.4451,0.5667,0.5043,0.5037,0.495,0.4909,0.5037,0.5132
"X446186.8..",0,0.0548,0.0526,0.0909,0.115,0.0333,0,0.0455,0.1447,0,0.1828,0.1421,0,0,0,0.0726,0.0575,0.0749,0.0909,0.0655,0.1421
"X446410.63..",0.04,0.0533,0.2719,0.0909,0,0.0655,0.0974,0.0887,0.1842,0.0726,0.0966,0.1842,0.0494,0.1978,0,0.037,0.0852,0.0256,0,0.0966,0.1621
"X446867.13..",0.51,0.491,0.4942,0.5273,0.3841,0.4931,0.4947,0.4957,0.5132,0.5057,0.4713,0.5079,0.5058,0.5,0.5,0.51,0.5035,0.4663,0.5091,0.3977,0.5138
"X447242.22..",0.15,0.027,0.0526,0.0909,0,0.0655,0.05,0,0,0,0,0,0,0,0,0.0726,0.0147,0,0.0909,0,0
"X447278.32..",0.4783,0.4977,0.3421,0.4818,0.3804,0.4276,0.4842,0.4827,0.45,0.3932,0.4264,0.1842,0.4615,0.4835,0.4667,0.4245,0.4504,0.33,0.3636,0.4126,0.4221
"X447402.59..",0.4185,0.3563,0.4649,0.4444,0.4048,0.3351,0.1491,0.3571,0.4789,0.39,0.4264,0.4346,0.4596,0.4286,0.35,0.3917,0.3543,0.4677,0.4821,0.3439,0.3553
"X448125.10..",0.2945,0.2162,0.3203,0.2,0.3717,0.1032,0.114,0.0455,0.1842,0.1785,0.2092,0.0974,0.2583,0.1374,0.35,0.1769,0.1738,0.2421,0.3091,0.314,0.0974
"X448569.38..",0.08,0.0286,0.0526,0.0909,0.1902,0.1264,0.05,0,0.0974,0,0.0655,0.0974,0.025,0,0.1667,0.0726,0.1743,0.0519,0.0909,0.1552,0.1245
"X448786.63..",0,0.0385,0.0526,0,0.1196,0.0815,0,0,0.05,0,0.1897,0,0,0,0,0.0417,0.0469,0,0.1727,0.0998,0
"X448827.26..",0.0435,0.0856,0.2339,0,0,0,0,0.0887,0,0,0.0966,0.2237,0.0731,0.1591,0.2,0.0385,0.0448,0.0263,0.0909,0.0357,0.0476
"X449432.32..",0.3587,0.2214,0.3977,0.2545,0.455,0.3655,0.2605,0.303,0.4289,0.3519,0.2345,0.3099,0.1821,0.3022,0.2,0.2849,0.2094,0.3738,0.0909,0.3253,0.4328
"X449919.47..",0.4283,0.3986,0.4912,0.4636,0.41,0.5011,0.3263,0.4394,0.5026,0.3718,0.4782,0.4763,0.4359,0.5,0.5,0.4231,0.4605,0.5,0.4091,0.4264,0.3972
"X450207.65..",0.115,0.0788,0.1023,0,0.15,0.0655,0.2237,0.2078,0.1421,0.141,0.1552,0.05,0.1821,0.1978,0,0.1083,0.2094,0.1869,0.0909,0.1264,0.085
"X451803.25..",0.4817,0.3423,0.152,0.4545,0.4883,0.4149,0.3605,0.4697,0.3842,0.443,0.5023,0.4316,0.425,0.4725,0.4667,0.3889,0.3995,0.3603,0.4818,0.4931,0.3715
"X451861.17..",0.4203,0.3281,0.4825,0.3727,0.3587,0.4621,0.4105,0.4589,0.3289,0.4245,0.2586,0.0974,0.4679,0.456,0.5,0.2646,0.399,0.4559,0.3091,0.3805,0.4474
"X452142.26..",0.4433,0.488,0.4912,0.4818,0.4913,0.4621,0.4658,0.3355,0.4474,0.4943,0.4874,0.4444,0.425,0.3516,0.5667,0.3903,0.3547,0.4017,0.4818,0.3966,0.3498
"X452381.46..",0.2536,0.4143,0.2749,0.1727,0.4111,0.3253,0.2658,0.2833,0.3868,0.2578,0.3046,0.3421,0.3077,0.1978,0.2,0.3305,0.2863,0.3364,0.4818,0.2092,0.3831
"X452422.69..",0.4733,0.3108,0.2719,0.3636,0.1833,0.3046,0.4079,0.4242,0.1842,0.2578,0.3046,0.3553,0.3673,0.3022,0.3,0.2923,0.3115,0.3357,0.2455,0.3253,0.2857
"X452519.21..",0.5117,0.5048,0.5117,0.5364,0.5033,0.5023,0.5026,0.513,0.4868,0.5057,0.4816,0.5053,0.5,0.5165,0.5333,0.5085,0.5013,0.4919,0.5091,0.4897,0.5059
"X452734.17..",0.3267,0.3866,0.3743,0.2455,0.1902,0.3793,0.3553,0.381,0.2632,0.3154,0.3977,0.3713,0.3801,0.3333,0.5,0.3732,0.3885,0.3731,0.3727,0.3253,0.2237
"X453380.46..",0.04,0.0788,0,0.0909,0,0.0333,0,0.0455,0,0,0,0.0974,0.025,0,0,0,0.0292,0.0256,0.0909,0.0333,0
"X453775.54..",0.2228,0.2935,0.307,0.2455,0.1833,0.1828,0.2974,0.0887,0.1421,0.2293,0.2103,0.2605,0.2923,0.4176,0.4333,0.2564,0.2311,0.2807,0.1727,0.1828,0.1245
"X453798.7..",0.0783,0.0788,0,0,0.215,0.1264,0.05,0.0887,0.1421,0.141,0.0966,0.0974,0.0731,0.0714,0,0,0.1115,0.0985,0.3182,0.0966,0.0435
"X453845.18..",0.4167,0.4009,0.4474,0.3182,0.35,0.3448,0.2632,0.303,0.2632,0.3077,0.1828,0.4289,0.3083,0.1978,0.5,0.2023,0.3209,0.3718,0.3091,0.2828,0.3221
"X454119.26..",0.164,0.2372,0,0,0.215,0.3116,0.2368,0.2403,0.1842,0.2369,0.2598,0.1421,0.2212,0.1591,0.45,0.3154,0.2697,0.2638,0,0.1264,0.25
"X454629.22..",0.0435,0.1063,0,0,0,0.0677,0,0,0,0,0,0,0,0.0714,0,0.037,0.0441,0.0506,0,0,0
"X454855.18..",0.2228,0.3994,0.193,0.1889,0.3116,0.1884,0.2947,0.2403,0.3263,0.3815,0.2345,0.3289,0.2397,0.2582,0,0.2293,0.162,0.2119,0.0909,0.2345,0.3143
"X455885.54..",0.1245,0.0294,0.0526,0.25,0.0815,0.0455,0.0556,0.0455,0.0974,0.1245,0,0.0974,0,0.2879,0,0.0815,0.0461,0.0506,0,0.0677,0.0526
"X456017.13..",0.2467,0.3281,0.152,0.3636,0.1833,0.2092,0.2605,0.3593,0.2605,0.3519,0.1552,0.0974,0.275,0.2527,0.5,0.2849,0.209,0.3448,0.2455,0.3241,0.2312
"X456328.44..",0.47,0.4825,0.4942,0.5182,0.4683,0.4621,0.4947,0.5087,0.5132,0.51,0.4977,0.4632,0.4353,0.5,0.5333,0.4929,0.4122,0.5043,0.5182,0.5057,0.4308
"X456373.50..",0.2312,0.1631,0,0,0.085,0.1068,0.1023,0.2078,0.1421,0.0417,0.2092,0.1868,0.141,0.1474,0,0.1833,0.1249,0.101,0,0.1305,0.2876
"X456491.25..",0,0.0286,0,0,0,0.0655,0.05,0,0,0.0726,0,0,0.0494,0,0,0,0.0147,0.0533,0.1727,0,0.0455
"X456723.7..",0,0.0533,0.0526,0.0909,0.0783,0.0655,0,0.0887,0,0.037,0.0966,0,0.025,0,0.1667,0.037,0.0575,0.0506,0,0.0333,0.0435
"X456774.45..",0,0,0.0526,0.125,0.04,0.04,0,0,0.05,0,0.0333,0,0.0968,0,0,0,0.0147,0,0,0.0655,0.1421
"X456896.51..",0.4133,0.4397,0.4474,0.4444,0.4683,0.3276,0.3842,0.5087,0.5132,0.5057,0.4908,0.4658,0.3385,0.511,0.5,0.4708,0.4063,0.4406,0.4091,0.4632,0.4881
"X457608.10..",0.04,0.0788,0.1023,0,0.115,0.0655,0,0.0887,0,0,0.0655,0.3579,0.0494,0.1374,0.1667,0.0726,0.0575,0.0506,0,0.0333,0.085
"X457991.58..",0.4348,0.4462,0.5029,0.5182,0.5022,0.4741,0.5053,0.5022,0.5132,0.4815,0.5046,0.5053,0.4981,0.4725,0.5,0.4929,0.4925,0.503,0.5091,0.4957,0.5119
"X458306.42..",0.4022,0.4815,0.2719,0.5476,0.4767,0.3717,0.5048,0.4459,0.5,0.3696,0.4126,0.45,0.4588,0.5128,0.4167,0.4264,0.4005,0.4968,0.5278,0.4402,0.3875
"X458389.45..",0.0417,0.1092,0.0526,0.3611,0.0435,0.0998,0.1023,0,0.1842,0.15,0.0966,0.1421,0.025,0.1374,0.2,0.1396,0.0866,0.2214,0.1727,0.0998,0
"X458619.14..",0,0,0.1023,0.3091,0.115,0,0.2237,0.1688,0.2605,0.1709,0.2345,0.1447,0.0962,0.1429,0.3,0.037,0.2531,0.1215,0.0909,0.1264,0
"X458912.69..",0.1245,0.1123,0.0526,0,0,0.1621,0.1654,0.0455,0.05,0.1023,0.0655,0.05,0.0962,0,0,0.0815,0.0914,0.0263,0,0.0701,0.0588
"X458955.52..",0.0783,0.0563,0.0526,0,0.1245,0.0655,0,0.1688,0.05,0.2293,0.1552,0.05,0.0968,0,0.2,0.1068,0.1499,0.101,0.0909,0.0966,0.0435
"X459156.61..",0,0.1036,0.0526,0,0,0,0,0.0887,0.05,0,0,0,0,0.1374,0,0.037,0,0,0,0.0655,0
"X459368.48..",0.3116,0.3438,0.1078,0.2917,0.425,0.1552,0.2974,0.2143,0.3579,0.2564,0.3057,0.2237,0.2923,0.3022,0.45,0.2385,0.3378,0.2632,0.2455,0.3966,0.3421
"X459490.37..",0.4964,0.5,0.5088,0.5,0.5083,0.4877,0.4947,0.513,0.4553,0.51,0.4701,0.45,0.4808,0.5165,0.6,0.4846,0.4969,0.5045,0.4818,0.447,0.4976
"X459788.35..",0.115,0.256,0.1023,0.1727,0.4683,0.2092,0.3579,0.4048,0.4079,0.3903,0.4276,0.2339,0.2929,0.3901,0.1667,0.2849,0.2831,0.3293,0.4818,0.4402,0.1976
"X459989.69..",0.2925,0.1884,0.2339,0.2321,0.3312,0.3519,0.3856,0.303,0.4316,0.1769,0.3448,0.1842,0.2218,0.2692,0,0.3267,0.28,0.3008,0.0909,0.1944,0.1491
"X460502.57..",0.0815,0.0548,0,0,0.0783,0.0357,0,0,0.2947,0.0417,0,0.05,0,0.0769,0,0.0783,0.0862,0,0,0.0345,0.0929
"X460745.6..",0.2467,0.2365,0.3421,0.3727,0.4674,0.266,0.4079,0.4048,0.2237,0.4402,0.2586,0.3579,0.3917,0.3956,0.3,0.2835,0.2926,0.4161,0.3091,0.4529,0.3458
"X460865.17..",0.2536,0.3724,0.4795,0.1727,0.5033,0.3253,0.3289,0.3615,0.3605,0.3547,0.3632,0.45,0.2763,0.3901,0.4167,0.3504,0.363,0.4312,0.3091,0.3448,0.415
"X461252.12..",0.3717,0.1276,0.4386,0.3636,0.115,0.4287,0.3579,0.3571,0.2605,0.3291,0.3632,0.2605,0.3378,0.2527,0.1667,0.3291,0.2926,0.2989,0.3727,0.2598,0.1976
"X461932.32..",0.3267,0.1284,0.1023,0.1727,0.3283,0.4402,0.3842,0.3052,0.2947,0.3063,0.3046,0.1842,0.3077,0.1978,0.5,0.2293,0.2924,0.3725,0.4091,0.2103,0.1976
"X462814.44..",0,0.0323,0.1023,0,0.0435,0.04,0.0588,0,0,0.04,0.0333,0,0,0,0,0.0726,0.0734,0,0,0,0.1421
"X462853.40..",0.15,0.1724,0.4875,0.5273,0.0815,0.1884,0.1,0.303,0.1959,0.3333,0.1909,0.2876,0.2026,0.0769,0.45,0.2578,0.2035,0.1862,0.1727,0.2155,0.2237
"X462879.56..",0.4617,0.4977,0.5029,0.5273,0.48,0.508,0.5158,0.5,0.5,0.51,0.4747,0.5105,0.4981,0.3846,0.5667,0.4758,0.4921,0.4708,0.5273,0.4805,0.496
"X462948.10..",0.4817,0.461,0.3713,0.5182,0.4547,0.5086,0.4632,0.5043,0.4789,0.5043,0.5046,0.4658,0.4801,0.478,0.5333,0.4744,0.5013,0.359,0.5091,0.4966,0.4763
"X463067.64..",0.2264,0.4437,0.5146,0.4455,0.4283,0.3977,0.5079,0.4242,0.4684,0.3917,0.5023,0.4711,0.3917,0.5055,0.4667,0.4658,0.4743,0.4501,0.4909,0.4609,0.4632
"X463856.13..",0.47,0.4685,0.4444,0.5273,0.5018,0.4885,0.5079,0.5108,0.4526,0.4758,0.4931,0.5105,0.4615,0.478,0.5333,0.4672,0.4982,0.4791,0.5091,0.4701,0.5099
"X464135.69..",0.0417,0.1548,0.2749,0.1111,0.15,0.25,0.152,0.3714,0.1491,0.2862,0.2167,0.4289,0.3327,0,0.4167,0.1446,0.221,0.192,0.1727,0.3805,0.1447
"X464357.30..",0.43,0.3866,0.3684,0.4545,0.215,0.4391,0.3263,0.4242,0.2605,0.4131,0.2828,0.4632,0.3686,0.3022,0.4,0.2849,0.3022,0.2821,0.4455,0.2586,0.413
"X464497.26..",0.1558,0.081,0.0526,0,0.0417,0.2385,0,0.1688,0,0.2023,0,0.05,0.1186,0,0,0.115,0.0441,0.1276,0.0909,0.1349,0.1421
"X464564.39..",0.0455,0.1462,0.1491,0,0.1902,0,0,0.1688,0.05,0,0.0333,0.0974,0.025,0,0,0.04,0.0454,0.0256,0,0.1032,0
"X464632.13..",0.4511,0.4082,0.3947,0.5091,0.462,0.436,0.4971,0.3952,0.4289,0.4615,0.4402,0.3977,0.3788,0.478,0.4667,0.4088,0.4653,0.4708,0.5182,0.3707,0.3452
"X464952.14..",0.04,0.0563,0,0,0,0,0,0.0455,0.05,0.037,0.0655,0,0,0.0714,0,0.037,0.0147,0,0,0.0333,0
"X465003.25..",0.0783,0.1276,0.1023,0,0.0783,0.0655,0,0.0887,0.05,0.037,0.0966,0,0.0494,0.1374,0,0,0.0575,0.0506,0,0.0655,0.085
"X465049.24..",0.0815,0.1063,0.2368,0.1727,0.15,0.0998,0.1421,0.2403,0.1421,0.2308,0.2345,0.1842,0.1404,0.0714,0,0.1068,0.1115,0.1437,0.3091,0.1601,0.0476
"X465101.50..",0,0,0.0526,0,0.115,0,0.05,0,0.05,0.037,0.0333,0,0.0494,0.0714,0,0,0.0713,0.0256,0.0909,0,0.0435
"X465407.10..",0.3116,0.2935,0.2749,0.0909,0.0783,0.1552,0.2237,0.132,0.0974,0.2849,0.2356,0.1421,0.1622,0.1978,0.1667,0.2821,0.1861,0.2449,0.2455,0.1264,0.307
"X465911.45..",0.2826,0.2681,0.4503,0.2455,0.2536,0.2167,0.1842,0.2749,0.2605,0.0726,0.1828,0.3289,0.1827,0.2527,0,0.2293,0.1376,0.256,0.1818,0.3448,0.1976
"X466058.65..",0,0.131,0.1023,0,0.0783,0.0357,0.05,0.0455,0,0.0385,0.0655,0,0.025,0.1474,0,0.0754,0.0147,0.1437,0.0909,0.0701,0
"X466361.14..",0,0.131,0.1053,0,0,0.0357,0.05,0,0.05,0,0.0333,0,0,0.0714,0,0.0385,0.0726,0,0,0.0977,0
"X466803.44..",0.4783,0.4983,0.5058,0.5182,0.5059,0.5057,0.5053,0.5143,0.4816,0.4986,0.4885,0.4591,0.4987,0.489,0.55,0.5071,0.5035,0.4964,0.5273,0.5012,0.4842
"X467033.63..",0,0,0.0526,0,0,0,0.0556,0.0455,0.05,0,0.1305,0,0,0.0769,0.2,0,0.0305,0,0,0.1601,0
"X467155.36..",0,0.027,0,0,0.04,0.0333,0.05,0,0,0,0,0,0.025,0.0714,0,0.037,0.0147,0.0985,0,0.0333,0
"X467249.8..",0.0417,0.205,0.2719,0,0.1976,0.1828,0.1023,0.1688,0.1842,0.2308,0.2598,0.3842,0.2019,0.0714,0.1667,0.1396,0.1743,0.1472,0.2455,0.0655,0.1421
"X467663.54..",0.375,0.3,0.345,0.3091,0.3933,0.4253,0.3579,0.2056,0.2632,0.4758,0.346,0.4474,0.309,0.3462,0,0.4274,0.3382,0.359,0.4545,0.3892,0.417
"X467880.55..",0,0.0563,0,0,0,0,0,0,0,0,0,0,0.0731,0,0.1667,0.037,0.0147,0.0263,0,0.0333,0.085
"X469434.64..",0.04,0.0533,0,0,0.04,0.1552,0,0.0887,0,0.1724,0,0,0.0494,0,0,0.1083,0.0575,0.0256,0,0,0.085
"X470155.40..",0.3017,0.1509,0.3713,0.3636,0.15,0.2345,0.1023,0.2056,0.2632,0.1108,0.2828,0.3895,0.241,0.3516,0.1667,0.2308,0.3005,0.2814,0.3727,0.3034,0.2668
"X470411.42..",0.15,0.1063,0,0,0.1196,0.1264,0.1868,0.0455,0.1842,0.1068,0.0333,0.05,0.0494,0.0714,0,0.1068,0.0716,0.1245,0.0909,0.0333,0.085
"X470685.55..",0.5117,0.503,0.4912,0.5273,0.4783,0.5057,0.5105,0.5087,0.5053,0.4972,0.508,0.5079,0.5064,0.511,0.5333,0.4985,0.5029,0.5078,0.5273,0.5046,0.502
"X470811.40..",0.04,0,0.0526,0.0909,0.0783,0.0655,0.05,0,0,0,0.0333,0.05,0.0962,0.0714,0.1667,0,0.0147,0,0.0909,0,0.0435
"X470932.22..",0.2945,0.2627,0.3743,0.3,0.2844,0.2414,0.3125,0.3052,0.3289,0.215,0.2598,0.3289,0.3532,0.2115,0.25,0.337,0.2834,0.2112,0.0909,0.3134,0.3856
"X471051.18..",0.2483,0.0788,0.193,0.3091,0.215,0.2356,0.05,0.2403,0.3289,0.1068,0.1264,0.1842,0.1615,0.1978,0,0.2023,0.1745,0.1862,0.1727,0.2586,0.085
"X471407.21..",0.4967,0.4921,0.4795,0.5182,0.4384,0.4897,0.5158,0.5108,0.5132,0.4972,0.5057,0.5053,0.4814,0.3022,0.55,0.4754,0.4761,0.4602,0.5091,0.4791,0.5079
"X471502.7..",0.3517,0.3101,0.193,0.1727,0.275,0.1828,0.2237,0.1688,0.0974,0.2835,0.1552,0.2237,0.1404,0.1978,0.3,0.1396,0.2735,0.2632,0.1727,0.1828,0.085
"X471708.22..",0.15,0.0533,0,0,0.04,0.0966,0.05,0.0887,0,0.1068,0.0333,0,0.0494,0,0,0.1068,0.0147,0.0985,0,0,0.0435
"X472669.26..",0.115,0.0278,0,0,0,0.0333,0.05,0,0.05,0.1396,0.0966,0.0974,0.0731,0.0714,0.3,0.037,0.0724,0.0506,0,0.0333,0.1299
"X473231.66..",0.15,0,0,0.1727,0.04,0.0333,0.05,0.1688,0,0,0.0333,0,0.0731,0,0.1667,0,0.0435,0,0,0,0
"X473634.28..",0.115,0.0788,0,0,0,0.1552,0.0974,0,0,0,0,0,0.0968,0,0,0.1709,0.0713,0.0985,0,0.0333,0.085
"X474353.8..",0.5109,0.4962,0.4211,0.4545,0.5017,0.4803,0.4526,0.5108,0.4526,0.51,0.4126,0.3947,0.5051,0.3571,0.4167,0.5014,0.4791,0.5053,0.5333,0.4683,0.4316
"X474511.38..",0.15,0.3731,0.2339,0.3091,0.215,0.1264,0.1842,0.0887,0.3868,0.1396,0.2828,0.1842,0.1615,0.2527,0,0.0726,0.1861,0.1215,0.3182,0.2586,0.085
"X474559.17..",0.2826,0.2487,0.1988,0.4091,0.2312,0.3805,0.3868,0.303,0.2632,0.2564,0.3276,0.3,0.4032,0.3462,0.5333,0.3519,0.3027,0.3201,0.1727,0.3046,0.498
"X474744.12..",0.496,0.5043,0.5146,0.3571,0.5109,0.51,0.4766,0.4827,0.5105,0.5065,0.5115,0.5146,0.5083,0.5128,0.55,0.51,0.494,0.4938,0.5273,0.5049,0.4771
"X474874.22..",0.3,0.1509,0.0526,0.0909,0.085,0.1264,0.1421,0.0887,0,0.2023,0.1264,0.1421,0.0731,0,0.1667,0.1724,0.1501,0.2112,0.2455,0.1552,0.164
"X474953.11..",0.0435,0.1276,0.0526,0,0,0.0345,0.05,0.0887,0.05,0,0.0333,0.05,0.025,0.0769,0,0.0385,0.0152,0,0,0,0
"X474975.26..",0.115,0.2162,0.307,0.2455,0.215,0.0998,0.193,0.0887,0.2947,0.0726,0.0966,0.1842,0.2019,0.1374,0.1667,0.2293,0.0983,0.1869,0.2455,0.3337,0.1299
"X475013.31..",0.502,0.4978,0.4591,0.5333,0.4221,0.5066,0.4739,0.4827,0.4105,0.5108,0.4609,0.4289,0.4942,0.5165,0.45,0.5,0.4885,0.4583,0.5182,0.4431,0.3842
"X475272.13..",0.4617,0.4707,0.4737,0.4636,0.4433,0.4609,0.3842,0.4069,0.4632,0.4274,0.3816,0.4289,0.4596,0.4231,0.5,0.4416,0.4054,0.4487,0.2455,0.4212,0.415
"X475564.69..",0.04,0.1092,0,0.0909,0,0.0333,0,0,0,0,0,0.05,0.0731,0,0,0.0726,0.0292,0.0256,0.1727,0,0
"X476200.29..",0.04,0,0,0,0.04,0.0655,0.05,0,0,0.0726,0,0,0.0494,0,0,0.1068,0.0294,0.0749,0,0,0.087
"X476475.51..",0.1558,0.1824,0.307,0.2455,0.2628,0.0677,0.0974,0.3052,0.1842,0.2009,0.1839,0.1569,0.1404,0.2527,0.1667,0.1068,0.1975,0.2504,0.2455,0.2894,0.1762
"X476610.58..",0.4983,0.3581,0.2749,0.5182,0.3804,0.4828,0.5026,0.4242,0.4474,0.3815,0.3966,0.3842,0.3917,0.4176,0.5333,0.4986,0.4541,0.4798,0.3727,0.447,0.4862
"X476785.53..",0.4764,0.5,0.5146,0.4545,0.5067,0.4402,0.4795,0.4957,0.3977,0.4644,0.4885,0.4816,0.4442,0.4505,0.5,0.4387,0.4634,0.3981,0.4182,0.4931,0.3593
