id,pop,sex.gonads,sex.x,oto_age,length,weight,sex.y,age_f,spawned,date_capture,capture_site_name,natal_region,hatchery,capt_region,stocked,Fin.clip.tube.label,Scientific.Name,Field.Season,INPUT..BY,INPUT.DATE,SITE.NUMBER,System,Site.Name,Site.Code,lat,long,Date.Start..DD.MM.YYYY.,Collector_1,Collector.2,TOTAL.LENGTH..mm.....for.each.individual.animal..,WEIGHT..gms.....for.each.individual.animal.,Age,Sex,S.AV.BQtage,Gonad.wt.g.,Disease.Parasites.Deformity,Sacraficed,Recapture,Genetics.No.,DNA.ref..Keller,Tag.Type_1,Tag.Colour_1,Tag.Number_1,Tag.Date_1,Tag.Lost_1,Tag.Type_2,Tag.Colour_2,Tag.Number_2,Tag.Date_2,Tag.Lost_2,Tag.Type_3,Tag.Colour_3,Tag.Number_3,Tag.Date_3,Tag.Lost_3,General.Comments.relating.to.fauna,Max.Depth..m...of.sample.area.,Ave....Depth..m...of.sample.area.,Depth.recorded.at..m.,EC.uS.cm..at.water.temp..,EC.uS.cm..at25.oC.,Temp..oC,DO..mg.L.,DO....,pH,Turbidity..NTU.,Secchi.Depth..m.,Hardness..as.CaCO3.,Oto.Vial,Comments.on.sampling.site,Plate.No..2018,Row,Column,SARDI.AGE,Fin.clip.tube.label.2,K_fas_comment,id.1,Fin.clip.tube.label.1,Genetics.No..1,Tag.Number_1.1,fas_Fin.clip.tube.label,fas_System,fas_Date.Start..DD.MM.YYYY.,fas_Sex,fas_Genetics.No.,fas_Tag.Number_1,fas_Oto.Vial,fas_FAS.Species,FAS_Batch,FAS_Specimen,fas_Combined.FAS.Code,fas_Original.client.reference,DOC,Otolith.wgt,Comments.1,Comments.2,Original.client.referance,Comments,Comments2,Supplier,Sample_Type,Reader,Reading,Readability,Age.1,Edge_Type,Comments.3,Primordium,ZL_1,ZL_2,ZL_3,ZL_4,ZL_5,ZL_6,ZL_7,ZL_8,ZL_9,ZL_10,ZL_11,ZL_12,ZL_13,ZL_14,ZL_15,ZL_16,ZL_17,ZL_18,ZL_19,ZL_20,ZL_21,ZL_22,ZL_23,ZL_24,ZL_25,ZL_26,ZL_27,ZL_28,ZL_29,ZL_30,Edge,fish_id,sp_id,site_id,microchem_id,tag_id,length.1,weight.1,sex.y.1,age_f.1,spawned.1,date_capture.1,capture_site_name.1,natal_region.1,hatchery.1,capt_region.1
GOP743,GINGHAM,,,12,414,868,NA,12,NA,15/2/2018,gingham water course,NA,NA,NA,,GPEWR'18#GP641,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,374,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP20,,5,A,6,NA,GPEWR'18#GP641,,GOP743,GPEWR'18#GP641,,,GPEWR'18#GP641,Gingham,15/2/2018,,,,GWY18#GP20,15,90,19,15_90_19,GWY18#GP20,15/2/2018,0.527,,GPEWR'18#GP641,GWY18#GP20,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,12,NT,,0,0.393,0.962,1.289,1.487,1.625,1.755,1.896,2.046,2.134,2.244,2.326,2.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP749,GINGHAM,,F,6,375,758,female,6,2011,15/2/2018,gingham water course,barwon,,gwydir,NO,GPEWR'18#GP646,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,345,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP25,,5,G,6,NA,GPEWR'18#GP646,,GOP749,GPEWR'18#GP646,,,GPEWR'18#GP646,Gingham,15/2/2018,,,,GWY18#GP25,15,90,24,15_90_24,GWY18#GP25,15/2/2018,0.351,,GPEWR'18#GP646,GWY18#GP25,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,6,NT,,0,0.478,0.857,1.157,1.402,1.616,1.806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.865,251-GWY18# GP03,MAC AMB,251,gwygp03,NA,375,758,female,6,2011,15/2/2018,gingham water course,barwon,,gwydir
GOP729,GWYDIR,,M,10,385,758,male,10,NA,15/2/2018,gingham water course,NA,NA,NA,,GPEWR'18#GP618,Macquaria ambigua,2017-2018,,,,Gwydir,Pallamalawa,,-29.4791087,150.1342518,13/2/2018,GB,,381,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP26,,5,C,4,NA,GPEWR'18#GP618,,GOP729,GPEWR'18#GP618,,,GPEWR'18#GP618,Gwydir,13/2/2018,,,,GWY18#GP26,15,90,25,15_90_25,GWY18#GP26,13/2/2018,0.492,,GPEWR'18#GP618,GWY18#GP26,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,10,NT,didn't count close inner at .340mm,0,0.719,1.094,1.385,1.603,1.792,1.94,2.064,2.204,2.32,2.484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP751,GWYDIR,,M,9,381,811,male,9,2008,13/2/2018,gum flat,hatchery,Namoi,gwydir,YES,GPEWR'18#GP624,Macquaria ambigua,2017-2018,,,,Gingham,Gingham Water Course,,-29.4197086,149.7563467,15/2/2018,GB,,375,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP3,,5,A,7,NA,GPEWR'18#GP624,,GOP751,GPEWR'18#GP624,,,GPEWR'18#GP624,Gingham,15/2/2018,,,,GWY18#GP3,15,90,3,15_90_3,GWY18#GP3,15/2/2018,0.383,,GPEWR'18#GP624,GWY18#GP3,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,3,9,NT,,0,0.56,0.926,1.132,1.341,1.514,1.655,1.783,1.907,2.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.135,264-GWY18# GP26,MAC AMB,264,gwygp26,NA,381,811,male,9,2008,13/2/2018,gum flat,hatchery,Namoi,gwydir
GOP760,GWYDIR,,F,3,347,605,female,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NO,White64g,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,347,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP38,,5,B,8,NA,White64g,,GOP760,White64g,,,White64g,Gwydir,2/5/2018,,,,GWY18#GP38,15,90,30,15_90_30,GWY18#GP38,2/5/2018,0.31,,White64g,GWY18#GP38,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.684,1.053,1.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.513,261-GWY18# GP38,MAC AMB,261,gwygp38,NA,347,605,female,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir
GOP761,GWYDIR,,F,3,396,1025,female,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir,NO,White90,Macquaria ambigua,2017-2018,,,,Gwydir,Tareelaroi Wier,,-29.4479774,150.0285839,2/5/2018,GB,,396,NA,,,,NA,NA,,NA,,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GWY18#GP39,,5,C,8,NA,White90,,GOP761,White90,,,White90,Gwydir,2/5/2018,,,,GWY18#GP39,15,90,31,15_90_31,GWY18#GP39,2/5/2018,0.207,,White90,GWY18#GP39,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.627,1.05,1.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.615,261-GWY18# GP39,MAC AMB,261,gwygp39,NA,396,1025,female,3,2014,2/5/2018,toorallaroy weir,barwon,,gwydir
GOP635,GOULBURN,,,24,520,1684,NA,24,1993,2/5/2018,goulburn @ yambuna,goulburn,,goulburn,NO,GP 2018 # GP 900,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished from 260 metres downstream bridge at Yambuna to 1180 metres upstream.,Yambuna,-36.13094,145.00287,2/5/2018,Jason Lieschke; John Mahoney,,521,2684,,,,NA,NA,,NA,GP 2018 # GP 900,,,,135164,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,8.4,2.5,0.2,NA,82,15,10.14,101.3,7.58,3.7,0.64,NA,,,4,C,4,NA,GP 2018 # GP 900,,GOP635,GP 2018 # GP 900,GP 2018 # GP 900,135164,GP 2018 # GP 900,Goulburn River,2/5/2018,,GP 2018 # GP 900,135164,135164,15,94,5,15_94_5,G18GP43/135164,2/5/2018,1.008,,GP 2018 # GP 900,G18GP43,,,delwp,Sectioned otolith,K.Krusic-Golub,1,1,24,WT,,0,0.564,0.905,1.207,1.407,1.578,1.714,1.829,1.954,2.065,2.161,2.24,2.328,2.411,2.493,2.572,2.648,2.717,2.816,2.901,2.974,3.047,3.102,3.181,3.25,NA,NA,NA,NA,NA,NA,3.303,106-G18 GP 43,MAC AMB,106,goul18gp43,135164,520,1684,NA,24,1993,2/5/2018,goulburn @ yambuna,goulburn,,goulburn
GOP629,GOULBURN,,,20,497,1546,NA,20,1997,1/5/2018,goulburn @ pyke rd,goulburn,,goulburn,NO,GP 2018 # GP 894,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1300 metre section at Pyke Road.,Pyke Road,-36.42518,145.36416,1/5/2018,Jason Lieschke; John Mahoney,,497,1546,,,,NA,NA,,NA,GP 2018 # GP 894,,,,135160,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,3.7,1.8,0.2,NA,70,14.2,9.9,96.7,7.38,9.8,0.685,NA,,,4,E,3,NA,GP 2018 # GP 894,,GOP629,GP 2018 # GP 894,GP 2018 # GP 894,135160,GP 2018 # GP 894,Goulburn River,1/5/2018,,GP 2018 # GP 894,135160,135160,15,94,8,15_94_8,G18GP39/135160,1/5/2018,0.838,,GP 2018 # GP 894,G18GP39,Tag135159,,delwp,Sectioned otolith,K.Krusic-Golub,1,1,20,WT,,0,0.461,0.786,1.062,1.36,1.57,1.747,1.9,2.016,2.116,2.273,2.362,2.466,2.561,2.672,2.745,2.827,2.903,2.972,3.053,3.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21,128-G18 GP 39,MAC AMB,128,goul18gp39,135160,497,1546,NA,20,1997,1/5/2018,goulburn @ pyke rd,goulburn,,goulburn
GOP120,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-011,Macquaria ambigua,2016-2017,,,,Goulburn River,Fished a 800 metre sectio at Pogues Road.,,-36.20341,145.26793,18/4/2017,David Dawson; Stephen Saddlier,,472,1786,,,,NA,NA,,NA,GP 2017 # GP-011,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-011,,GOP120,GP 2017 # GP-011,GP 2017 # GP-011,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP107,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-020,Macquaria ambigua,2016-2017,,,,Goulburn River,Fished from 850 metres downstream launch to 300 metres upstream at Moss Road.,,-36.69945,145.18156,26/4/2017,Jason Lieschke; Justin O'Mahony,,322,450,,,,NA,NA,,NA,GP 2017 # GP-020,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-020,,GOP107,GP 2017 # GP-020,GP 2017 # GP-020,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP122,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-013,Macquaria ambigua,2016-2017,,,,Goulburn River,Fished a 800 metre sectio at Pogues Road.,,-36.20341,145.26793,18/4/2017,David Dawson; Stephen Saddlier,,373,696,,,,NA,NA,,NA,GP 2017 # GP-013,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-013,,GOP122,GP 2017 # GP-013,GP 2017 # GP-013,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP115,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-028,Macquaria ambigua,2016-2017,,,,Goulburn River,"Fished from 650m downstream launch to 650m upstream at river road, Murchison.",,-36.59471,145.23085,26/4/2017,Jason Lieschke; Justin O'Mahony,,290,312,,,,NA,NA,,NA,GP 2017 # GP-028,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-028,,GOP115,GP 2017 # GP-028,GP 2017 # GP-028,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP110,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-023,Macquaria ambigua,2016-2017,,,,Goulburn River,Fished from 850 metres downstream launch to 300 metres upstream at Moss Road.,,-36.69945,145.18156,26/4/2017,Jason Lieschke; Justin O'Mahony,,205,100,,,,NA,NA,,NA,GP 2017 # GP-023,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-023,,GOP110,GP 2017 # GP-023,GP 2017 # GP-023,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP620,GOULBURN,,,10,482,1822,NA,10,2007,30/4/2018,goulburn @ moss rd,hatchery,maybe,goulburn,YES,GP 2018 # GP 879,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished from 850 metres downstream launch to 300 metres upstream at Moss Road.,Moss Road,-36.69945,145.18156,30/4/2018,Jason Lieschke; John Mahoney,,472,1822,,,,NA,NA,,NA,GP 2018 # GP 879,,,,135153,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,3.2,1.4,0.2,NA,70,14.6,10.64,104.7,7.65,1.3,0.87,NA,,,4,D,2,NA,GP 2018 # GP 879,,GOP620,GP 2018 # GP 879,GP 2018 # GP 879,135153,GP 2018 # GP 879,Goulburn River,30/4/2018,,GP 2018 # GP 879,135153,135153,15,94,21,15_94_21,G18GP25/135153,30/4/2018,0.508,,GP 2018 # GP 879,G18GP25,Tag135151,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,10,WT,,0,0.467,0.888,1.175,1.369,1.491,1.58,1.692,1.806,1.898,1.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.068,115-G18 GP 25,MAC AMB,115,goul18gp25,135153,482,1822,NA,10,2007,30/4/2018,goulburn @ moss rd,hatchery,maybe,goulburn
GOP126,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-034,Macquaria ambigua,2016-2017,,,,Goulburn River,Fished from launch site accessed via Emily Jane Road to 1500 metres upstream. ,,-36.15597,145.03521,27/4/2017,Jason Lieschke; Justin O'Mahony,,428,1175,,,,NA,FALSE,,NA,GP 2017 # GP-034,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-034,,GOP126,GP 2017 # GP-034,GP 2017 # GP-034,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP119,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2017 # GP-010,Macquaria ambigua,2016-2017,,,,Goulburn River,Fished a 800 metre section at Zeerust.,,-36.29596,145.36639,12/4/2017,Wayne Koster; David Dawson,,430,1382,,,,NA,NA,,NA,GP 2017 # GP-010,,,,T - 106547,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Recapture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,NA,GP 2017 # GP-010,,GOP119,GP 2017 # GP-010,GP 2017 # GP-010,T - 106547,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP626,GOULBURN,,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 891,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1300 metre section at Pyke Road.,Pyke Road,-36.42518,145.36416,1/5/2018,Jason Lieschke; John Mahoney,,464,1420,,,,NA,NA,,NA,GP 2018 # GP 891,,,,135157,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,3.7,1.8,0.2,NA,70,14.2,9.9,96.7,7.38,9.8,0.685,NA,,,4,B,3,NA,GP 2018 # GP 891,,GOP626,GP 2018 # GP 891,GP 2018 # GP 891,135157,GP 2018 # GP 891,Goulburn River,1/5/2018,,GP 2018 # GP 891,135157,135157,15,94,10,15_94_10,G18GP35,1/5/2018,0.209,,sample not in client supplied spreadsheet,G18GP35,Tag135157,,delwp,Sectioned otolith,K.Krusic-Golub,1,1,4,WT,excellent,0,0.537,0.866,1.141,1.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP798,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,EP FV 2015 # 116,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1600 metre section at Pogues Road.,Pogues,-36.20341,145.26793,3/5/2018,Jason Lieschke; John Mahoney,,451,1476,,,,NA,NA,,NA,EP FV 2015 # 116,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,7,2.5,0.2,NA,74,14.2,9.86,98.2,7.65,6.2,0.69,NA,,,NA,,NA,NA,EP FV 2015 # 116,,GOP798,EP FV 2015 # 116,EP FV 2015 # 116,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP632,GOULBURN,,,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,EP FV 2015 # 118,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1600 metre section at Pogues Road.,Pogues,-36.20341,145.26793,3/5/2018,Jason Lieschke; John Mahoney,,442,1374,,,,NA,NA,,NA,EP FV 2015 # 118,,,,135172,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,7,2.5,0.2,NA,74,14.2,9.86,98.2,7.65,6.2,0.69,NA,,,4,H,3,NA,EP FV 2015 # 118,,GOP632,EP FV 2015 # 118,EP FV 2015 # 118,135172,EP FV 2015 # 118,Goulburn River,3/5/2018,,EP FV 2015 # 118,135172,135172,15,94,1,15_94_1,G18GP40/135172,3/5/2018,0.459,,EP FV 2015 # 118,G18GP40,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,8,WT,,0,0.555,1.1,1.384,1.585,1.744,1.845,1.947,2.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP624,GOULBURN,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 886,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1200 metre section at Toolamba.,Toolamba,-36.49403,145.36894,1/5/2018,Jason Lieschke; John Mahoney,,454,1806,,,,NA,NA,,NA,GP 2018 # GP 886,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,4.9,1.1,0.2,NA,70,14.2,9.9,96.7,7.38,9.8,0.685,NA,,,4,H,2,NA,GP 2018 # GP 886,,GOP624,GP 2018 # GP 886,GP 2018 # GP 886,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GOP619,GOULBURN,,,9,435,1200,NA,9,2008,30/4/2018,goulburn @ moss rd,hatchery,Murrumbidgee,goulburn,YES,GP 2018 # GP 878,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished from 850 metres downstream launch to 300 metres upstream at Moss Road.,Moss Road,-36.69945,145.18156,30/4/2018,Jason Lieschke; John Mahoney,,435,1200,,,,NA,NA,,NA,GP 2018 # GP 878,,,,135152,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,3.2,1.4,0.2,NA,70,14.6,10.64,104.7,7.65,1.3,0.87,NA,,,4,C,2,NA,GP 2018 # GP 878,,GOP619,GP 2018 # GP 878,GP 2018 # GP 878,135152,GP 2018 # GP 878,Goulburn River,30/4/2018,,GP 2018 # GP 878,135152,135152,15,94,20,15_94_20,G18GP26/135152,30/4/2018,0.415,,GP 2018 # GP 878,G18GP26,Tag135153,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,9,WT,,0,0.41,0.881,1.146,1.331,1.446,1.6,1.7,1.795,1.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.014,115-G18 GP 26,MAC AMB,115,goul18gp26,135152,435,1200,NA,9,2008,30/4/2018,goulburn @ moss rd,hatchery,Murrumbidgee,goulburn
GOP618,GOULBURN,,,8,343,524,NA,8,2009,30/4/2018,goulburn @ moss rd,hatchery,Murrumbidgee,goulburn,YES,GP 2018 # GP 877,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished from 850 metres downstream launch to 300 metres upstream at Moss Road.,Moss Road,-36.69945,145.18156,30/4/2018,Jason Lieschke; John Mahoney,,343,524,,,,NA,NA,,NA,GP 2018 # GP 877,,,,135151,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,3.2,1.4,0.2,NA,70,14.6,10.64,104.7,7.65,1.3,0.87,NA,,,4,B,2,NA,GP 2018 # GP 877,,GOP618,GP 2018 # GP 877,GP 2018 # GP 877,135151,GP 2018 # GP 877,Goulburn River,30/4/2018,,GP 2018 # GP 877,135151,135151,15,94,22,15_94_22,G18GP24/135151,30/4/2018,0.302,,GP 2018 # GP 877,G18GP24,Tag135154,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,8,WT,,0,0.601,1.026,1.242,1.439,1.606,1.767,1.909,2.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.191,115-G18 GP 24,MAC AMB,115,goul18gp24,135151,343,524,NA,8,2009,30/4/2018,goulburn @ moss rd,hatchery,Murrumbidgee,goulburn
GOP631,GOULBURN,,,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,EP FV 2015 # 114,Macquaria ambigua,2017-2018,,,,Goulburn River,Fished a 1500 metre section at Zeerust.,Zeerust,-36.29596,145.36639,3/5/2018,Jason Lieschke; John Mahoney,,462,1496,,,,NA,NA,,NA,EP FV 2015 # 114,,,,135168,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept for Otoliths,7,2.5,0.2,NA,74,14.2,9.86,98.2,7.65,6.2,0.69,NA,,,4,G,3,NA,EP FV 2015 # 114,,GOP631,EP FV 2015 # 114,EP FV 2015 # 114,135168,EP FV 2015 # 114,Goulburn River,3/5/2018,,EP FV 2015 # 114,135168,135168,15,94,19,15_94_19,G18GP28/135168,3/5/2018,0.603,,EP FV 2015 # 114,G18GP28,Tag135152,,delwp,Sectioned otolith,K.Krusic-Golub,1,1,14,WT,,0,0.479,0.828,1.005,1.219,1.461,1.652,1.829,1.989,2.109,2.214,2.309,2.419,2.533,2.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
