"","BROKEN","CAMPASPE","DUMARESQ","EDWARD-WAKOOL","GINGHAM","GOULBURN","GUNBOWER","GWYDIR","L_MURRAY","LODDON_PYRAMID","LOWER_DARLING","MACINTYRE","MACQUARIE","MULLAROO_LINDSAY","MURRAY-Barmah","MURRAY-dsYarrawonga","MURRAY-mid","MURRUMBIDGEE","SEVERN","UPPER_DARLING","WIMMERA"
"X458306.42..",0.4583,0.4286,0.3158,0.2857,0.68,0.4,0.6,0.3636,0.55,0.4783,0.4333,0.45,0.4359,0.6154,0.5,0.4091,0.3906,0.5278,0.4444,0.4333,0.375
"X458389.45..",0.0417,0.1143,0.0526,0.4444,0.0435,0.1034,0.1053,0,0.2,0.16,0.1,0.15,0.025,0.1429,0.2,0.1481,0.0299,0.25,0.1818,0.1034,0
"X458619.14..",0,0,0.1053,0.3636,0.12,0,0.25,0.1818,0.3,0.1852,0.2667,0.05,0.1,0,0.3333,0.037,0.2059,0.1282,0.0909,0.1333,0
"X458912.69..",0.1304,0.1176,0.0526,0,0,0.1739,0.1765,0.0455,0.05,0.1053,0.0667,0.05,0.1,0,0,0.0833,0.0952,0.0263,0,0.0714,0.0588
"X458955.52..",0.08,0.0571,0.0526,0,0.1304,0.0667,0,0.1818,0.05,0.2593,0.1667,0.05,0.05,0,0.2,0.1111,0.1324,0.1053,0.0909,0.1,0.0435
"X459156.61..",0,0.1081,0.0526,0,0,0,0,0.0909,0.05,0,0,0,0,0.1429,0,0.037,0,0,0,0.0667,0
"X459368.48..",0.2917,0.3243,0.1111,0.3333,0.6,0.1667,0.25,0.2381,0.35,0.2963,0.2333,0.25,0.3,0.3571,0.6,0.1923,0.3676,0.3077,0.2727,0.4667,0.3158
"X459490.37..",0.5,0.5429,0.6316,0.6364,0.6,0.4483,0.75,0.4091,0.25,0.4815,0.6,0.45,0.475,0.5714,0.2,0.3846,0.4706,0.5676,0.5455,0.5172,0.3333
"X459788.35..",0.12,0.2973,0.1053,0.1818,0.56,0.2333,0.35,0.4545,0.45,0.4444,0.4,0.2632,0.25,0.3571,0.1667,0.1852,0.2794,0.4103,0.5455,0.4333,0.2174
"X459989.69..",0.3478,0.2069,0.2632,0.25,0.4091,0.3704,0.3889,0.3636,0.4,0.1923,0.3667,0.2,0.2,0.3077,0,0.32,0.2727,0.25,0.0909,0.2143,0.1579
"X460502.57..",0.0833,0.0556,0,0,0.08,0.0357,0,0,0.35,0.0417,0,0.05,0,0.0769,0,0.08,0.0896,0,0,0.0345,0.0952
"X460745.6..",0.2,0.2703,0.3158,0.2727,0.4583,0.3103,0.45,0.4545,0.25,0.4074,0.3,0.35,0.425,0.2143,0.3333,0.2593,0.3235,0.4737,0.3636,0.4,0.4348
"X460865.17..",0.2917,0.4324,0.4211,0.1818,0.48,0.3333,0.3,0.2727,0.25,0.2222,0.4,0.45,0.225,0.3571,0.5,0.4444,0.2941,0.4615,0.3636,0.3667,0.3913
"X461252.12..",0.4,0.1351,0.6316,0.4545,0.12,0.3333,0.35,0.4545,0.3,0.4074,0.4,0.3,0.425,0.2857,0.1667,0.4074,0.3235,0.2564,0.2727,0.2333,0.2174
"X461932.32..",0.32,0.0811,0.1053,0.1818,0.24,0.4333,0.4,0.2727,0.35,0.3704,0.3,0.2,0.375,0.2143,0.3333,0.2593,0.3529,0.4359,0.5455,0.1667,0.2174
"X462814.44..",0,0.0323,0.1053,0,0.0435,0.04,0.0588,0,0,0.04,0.0333,0,0,0,0,0.0741,0.0758,0,0,0,0.15
"X462853.40..",0.16,0.1875,0.375,0.3636,0.0833,0.2069,0,0.3636,0.1053,0.1852,0.069,0.2222,0.175,0.0769,0.6,0.2222,0.1364,0.2051,0.1818,0.2414,0.25
"X462879.56..",0.28,0.4865,0.6842,0.4545,0.52,0.5,0.4,0.5909,0.55,0.3333,0.3333,0.6,0.525,0.5,0.1667,0.4444,0.5882,0.5263,0.4545,0.5,0.4783
"X462948.10..",0.44,0.5405,0.3684,0.6364,0.4167,0.4828,0.6,0.6364,0.55,0.4444,0.4333,0.5,0.525,0.4286,0.5,0.5185,0.4559,0.4103,0.4545,0.6667,0.4783
"X463067.64..",0.0833,0.4865,0.4211,0.6364,0.44,0.4,0.5,0.5,0.4,0.3704,0.5667,0.3,0.425,0.5714,0.6667,0.4074,0.6765,0.4615,0.8182,0.5667,0.3182
"X463856.13..",0.48,0.5676,0.4211,0.3636,0.5417,0.4667,0.5,0.5,0.35,0.4444,0.5667,0.55,0.4,0.4286,0.5,0.3333,0.5147,0.5128,0.4545,0.6,0.5217
"X464135.69..",0.0417,0.1667,0.2105,0.1111,0.16,0.2143,0.0526,0.381,0.1579,0.1667,0.1724,0.5,0.1538,0,0.5,0.1538,0.1562,0.1053,0.1818,0.4333,0.05
"X464357.30..",0.36,0.4054,0.4737,0.4545,0.24,0.5,0.4,0.5,0.3,0.1852,0.2667,0.6,0.225,0.3571,0.5,0.1852,0.3088,0.2308,0.6364,0.3,0.4783
"X464497.26..",0.1667,0.0833,0.0526,0,0.0417,0.1923,0,0.1818,0,0.1481,0,0.05,0.125,0,0,0.12,0.0448,0.1351,0.0909,0.1429,0.15
"X464564.39..",0.0455,0.1562,0.1579,0,0.2083,0,0,0.1818,0.05,0,0.0333,0.1,0.025,0,0,0.04,0.0462,0.0256,0,0.1071,0
"X464632.13..",0.5833,0.4412,0.5263,0.4545,0.7083,0.4138,0.6316,0.4286,0.5,0.4615,0.4333,0.4211,0.45,0.4286,0.6667,0.4074,0.3382,0.5263,0.2727,0.4828,0.3333
"X464952.14..",0.04,0.0571,0,0,0,0,0,0.0455,0.05,0.037,0.0667,0,0,0.0714,0,0.037,0.0147,0,0,0.0333,0
"X465003.25..",0.08,0.1351,0.1053,0,0.08,0.0667,0,0.0909,0.05,0.037,0.1,0,0.05,0.1429,0,0,0.0588,0.0513,0,0.0667,0.087
"X465049.24..",0.0833,0.1111,0.1579,0.1818,0.16,0.1034,0.15,0.2727,0.15,0.1852,0.2667,0.2,0.15,0.0714,0,0.1111,0.1176,0.1538,0.3636,0.1724,0.0476
"X465101.50..",0,0,0.0526,0,0.12,0,0.05,0,0.05,0.037,0.0333,0,0.05,0.0714,0,0,0.0735,0.0256,0.0909,0,0.0435
"X465407.10..",0.2917,0.2973,0.2105,0.0909,0.08,0.1667,0.25,0.0455,0.1,0.1852,0.2,0.15,0.125,0.2143,0.1667,0.3333,0.1765,0.2821,0.2727,0.1333,0.3684
"X465911.45..",0.3333,0.3143,0.2105,0.2727,0.2917,0.1724,0.2,0.2273,0.3,0.0741,0.2,0.3,0.15,0.2857,0,0.2593,0.0882,0.2973,0,0.3667,0.2174
"X466058.65..",0,0.1389,0.1053,0,0.08,0.0357,0.05,0.0455,0,0.0385,0.0667,0,0.025,0.1538,0,0.0769,0.0147,0.1538,0.0909,0.0714,0
"X466361.14..",0,0.1389,0,0,0,0.0357,0.05,0,0.05,0,0.0333,0,0,0.0714,0,0.0385,0.0448,0,0,0.0333,0
"X466803.44..",0.5,0.4,0.7368,0.5455,0.6957,0.5333,0.6,0.381,0.45,0.7407,0.4667,0.5789,0.475,0.6429,0.4,0.5926,0.5294,0.6053,0.3636,0.6207,0.6087
"X467033.63..",0,0,0.0526,0,0,0,0.0556,0.0455,0.05,0,0.1379,0,0,0.0769,0.2,0,0.0308,0,0,0.1724,0
"X467155.36..",0,0.027,0,0,0.04,0.0333,0.05,0,0,0,0,0,0.025,0.0714,0,0.037,0.0147,0.1026,0,0.0333,0
"X467249.8..",0.0417,0.2286,0.3158,0,0.2174,0.2,0.1053,0.1818,0.2,0.1852,0.2333,0.4,0.225,0.0714,0.1667,0.1481,0.1618,0.1579,0.2727,0.0667,0.15
"X467663.54..",0.24,0.3056,0.2105,0.3636,0.36,0.5333,0.35,0.2273,0.2,0.4444,0.3,0.55,0.275,0.4286,0,0.2963,0.3088,0.4103,0.4545,0.4483,0.3043
"X467880.55..",0,0.0571,0,0,0,0,0,0,0,0,0,0,0.075,0,0.1667,0.037,0.0147,0.0263,0,0.0333,0.087
"X469434.64..",0.04,0.0541,0,0,0.04,0.1667,0,0.0909,0,0.1111,0,0,0.05,0,0,0.037,0.0588,0.0256,0,0,0.087
"X470155.40..",0.28,0.1622,0.3684,0.4545,0.16,0.2667,0.1053,0.2273,0.2,0.1154,0.2667,0.2,0.175,0.2857,0.1667,0.1852,0.2121,0.2821,0.2727,0.3667,0.1304
"X470411.42..",0.16,0.1111,0,0,0.125,0.1333,0.1,0.0455,0.2,0.1111,0.0333,0.05,0.05,0.0714,0,0.1111,0.0441,0.1316,0.0909,0.0333,0.087
"X470685.55..",0.28,0.5405,0.4737,0.3636,0.6,0.5333,0.6,0.5909,0.6,0.5556,0.5,0.7,0.475,0.6429,0.6667,0.4615,0.4853,0.4211,0.4545,0.6,0.2174
"X470811.40..",0.04,0,0.0526,0.0909,0.08,0.0667,0.05,0,0,0,0.0333,0.05,0.1,0.0714,0.1667,0,0.0147,0,0.0909,0,0.0435
"X470932.22..",0.2609,0.25,0.2632,0.3333,0.25,0.2759,0.375,0.2727,0.3,0.24,0.2333,0.3,0.35,0.2308,0.25,0.3333,0.2769,0.2368,0.0909,0.2083,0.3889
"X471051.18..",0.12,0.0811,0.2105,0.3636,0.24,0.2,0.05,0.2727,0.3,0.1111,0.1333,0.2,0.175,0.2143,0,0.1481,0.1324,0.2051,0.1818,0.3,0.087
"X471407.21..",0.52,0.5556,0.4211,0.5455,0.4583,0.4,0.35,0.5455,0.45,0.5556,0.5333,0.6,0.425,0.3571,0.6,0.3462,0.4412,0.5946,0.4545,0.4828,0.4783
"X471502.7..",0.28,0.3784,0.2105,0.1818,0.24,0.2,0.25,0.1818,0.1,0.2593,0.1667,0.25,0.15,0.2143,0.3333,0.1481,0.2353,0.3077,0.1818,0.2,0.087
"X471708.22..",0.16,0.0541,0,0,0.04,0.1,0.05,0.0909,0,0.1111,0.0333,0,0.05,0,0,0.1111,0.0147,0.1026,0,0,0.0435
"X472669.26..",0.12,0.0278,0,0,0,0.0333,0.05,0,0.05,0.1481,0.1,0.1,0.075,0.0714,0.3333,0.037,0.0746,0.0513,0,0.0333,0.1364
"X473231.66..",0.16,0,0,0.1818,0.04,0.0333,0.05,0.1818,0,0,0.0333,0,0.075,0,0.1667,0,0.0441,0,0,0,0
"X473634.28..",0.12,0.0811,0,0,0,0.1667,0.1,0,0,0,0,0,0.05,0,0,0.1852,0.0735,0.1026,0,0.0333,0.087
"X474353.8..",0.3333,0.5946,0.4737,0.4545,0.76,0.4138,0.35,0.5,0.35,0.4444,0.4333,0.5263,0.5,0.1429,0.5,0.5926,0.4853,0.5135,0.4,0.4286,0.4
"X474511.38..",0.16,0.3784,0.2632,0.3636,0.24,0.1333,0.2,0.0909,0.3,0.1481,0.2667,0.2,0.175,0.2857,0,0.0741,0.1765,0.1282,0.1818,0.3,0.087
"X474559.17..",0.3333,0.2286,0,0.5455,0.2609,0.4333,0.3,0.3636,0.2,0.2963,0.2,0.15,0.45,0.4286,0.5,0.3704,0.25,0.3947,0.1818,0.3,0.3913
"X474744.12..",0.4783,0.6129,0.4211,0.4286,0.4583,0.4815,0.5263,0.5909,0.4,0.6818,0.3333,0.4737,0.325,0.3846,0.6,0.4815,0.5231,0.6765,0.3636,0.4138,0.3889
"X474874.22..",0.36,0.1622,0.0526,0.0909,0.087,0.1333,0.15,0.0909,0,0.1481,0.1333,0.15,0.075,0,0.1667,0.1111,0.1029,0.2368,0.2727,0.1667,0.087
"X474953.11..",0.0435,0.1351,0.0526,0,0,0.0345,0.05,0.0909,0.05,0,0.0333,0.05,0.025,0.0769,0,0.0385,0.0152,0,0,0,0
"X474975.26..",0.12,0.2432,0.3684,0.2727,0.24,0.1034,0.2105,0.0909,0.35,0.0741,0.1,0.2,0.225,0.1429,0.1667,0.2593,0.1029,0.1538,0.2727,0.3448,0.1364
"X475013.31..",0.5217,0.6129,0.5789,0.4,0.5909,0.6429,0.5,0.5909,0.35,0.4615,0.5667,0.5,0.55,0.5714,0.6,0.6667,0.3731,0.6364,0.5455,0.5,0.4
"X475272.13..",0.28,0.4054,0.6316,0.2727,0.48,0.5667,0.4,0.3636,0.6,0.2963,0.3667,0.5,0.55,0.4286,0.3333,0.3333,0.4412,0.5641,0.2727,0.4483,0.3913
"X475564.69..",0.04,0.1143,0,0.0909,0,0.0333,0,0,0,0,0,0.05,0.075,0,0,0.0741,0.0294,0.0256,0.1818,0,0
"X476200.29..",0.04,0,0,0,0.04,0.0667,0.05,0,0,0.0741,0,0,0.05,0,0,0.1111,0,0.0769,0,0,0
"X476475.51..",0.1667,0.2,0.3684,0.2727,0.3043,0.069,0.1,0.2727,0.2,0.2222,0.1333,0.1667,0.15,0.2857,0.1667,0.1111,0.2206,0.1143,0.2727,0.3448,0.1905
"X476610.58..",0.72,0.4054,0.2105,0.6364,0.5,0.3667,0.45,0.5,0.55,0.4231,0.4667,0.4,0.425,0.5714,0.5,0.4815,0.4776,0.4615,0.2727,0.5172,0.5217
"X476785.53..",0.5833,0.5676,0.4737,0.4545,0.64,0.4333,0.4211,0.7727,0.4211,0.4815,0.4667,0.45,0.45,0.5,0.2,0.4815,0.4478,0.4359,0.3636,0.5667,0.3636
"X476816.19..",0.5417,0.5135,0.4737,0.3636,0.5833,0.3667,0.45,0.5909,0.45,0.6296,0.5,0.6,0.475,0.5714,0.1667,0.3704,0.4559,0.5641,0.3636,0.4667,0.3043
"X477033.36..",0.4167,0.3784,0.5,0.1667,0.64,0.52,0.5,0.4091,0.45,0.5,0.5,0.5,0.35,0.5833,0.6,0.48,0.5161,0.6111,0.3636,0.6,0.4211
"X477119.8..",0.32,0.2973,0.2105,0.3636,0.4783,0.3333,0.45,0.5,0.35,0.2222,0.2667,0.1,0.275,0.3571,0.1667,0.2593,0.1912,0.359,0.4545,0.4667,0.3043
"X477210.43..",0.2609,0.1081,0.0526,0,0.04,0.2069,0.1,0.0909,0,0.1923,0.0333,0.1,0.05,0,0.2,0.0769,0.0448,0.1795,0.0909,0,0.15
"X477386.62..",0.44,0.2857,0.4737,0.1818,0.32,0.2333,0.4,0.3333,0.25,0.2593,0.1333,0.4,0.175,0.5714,0.3333,0.4444,0.2794,0.3684,0.2727,0.4138,0.3478
"X477412.44..",0.6,0.3514,0.6842,0.7273,0.76,0.5333,0.45,0.8182,0.6,0.5185,0.4667,0.4,0.375,0.5714,0.3333,0.5185,0.4853,0.5897,0.7273,0.4667,0.3043
"X477439.25..",0,0.1429,0,0.1818,0.1304,0.0667,0.05,0,0.05,0.037,0.1667,0,0.05,0.0714,0,0.037,0.0294,0.1579,0.0909,0.0667,0
"X477561.60..",0.4091,0.2973,0.5263,0.3333,0.6,0.5714,0.5,0.5455,0.6,0.6087,0.4333,0.7,0.375,0.5,0.5,0.5926,0.5161,0.5278,0.4545,0.5333,0.35
"X477753.19..",0.04,0.0811,0.1579,0,0.12,0.0667,0.05,0.0909,0.15,0.037,0.1333,0,0.1,0,0.3333,0.1111,0.1029,0.1026,0,0.1,0.2174
"X477923.13..",0.08,0.2432,0.0526,0.1818,0.2,0.1667,0.1,0.0909,0.15,0.1111,0.1667,0.2,0.225,0.3571,0.5,0.1852,0.1176,0.2564,0.1818,0.0667,0.1304
"X478177.16..",0.04,0.1081,0.1053,0.1818,0.12,0.2,0.15,0.1364,0.2,0.1111,0.2333,0.05,0.075,0.0714,0.1667,0.0741,0.1176,0.1026,0,0.2,0.0435
"X478330.21..",0.12,0.027,0,0.0909,0.16,0.0667,0.1,0,0,0.0741,0,0.1,0.075,0,0,0.1111,0.0441,0.0256,0.0909,0.0667,0.0435
"X479056.50..",0.28,0.2973,0.2632,0.4545,0.6,0.4333,0.4,0.5,0.4,0.3333,0.4,0.45,0.3,0.1429,0.1667,0.4444,0.3676,0.2564,0.3636,0.7,0.3043
"X479223.59..",0.4545,0.4722,0.6316,0.5714,0.5909,0.48,0.6364,0.4545,0.35,0.44,0.5,0.55,0.3,0.75,0.5,0.625,0.5312,0.5758,0.5455,0.5926,0.4211
"X479736.39..",0.087,0.1389,0.1579,0.25,0.25,0.1304,0.1176,0.2727,0.15,0.2273,0.1667,0.35,0.1,0.25,NA,0.125,0.1905,0.1579,0.0909,0.1379,0.2105
"X479842.9..",0.0833,0.0882,0,0.2222,0.0435,0.1538,0.1765,0.2727,0,0.1154,0.1667,0,0.225,0.0769,0.3333,0.2308,0.0896,0.0263,0.0909,0.0714,0.3182
"X479929.27..",0.25,0.2778,0.3684,0.25,0.52,0.2667,0.5,0.2857,0.3,0.3333,0.2667,0.3684,0.325,0.1538,0.1667,0.3704,0.3529,0.3243,0.5455,0.4,0.25
"X480092.30..",0.0833,0,0,0.1111,0.04,0,0,0.0909,0.25,0.0833,0,0.1053,0,0.0769,0,0.08,0.0625,0.0513,0.0909,0.069,0.1667
"X480145.14..",0.04,0,0.2632,0,0.16,0.1333,0.3,0.2727,0.05,0.2222,0.1333,0.05,0.15,0.2143,0.1667,0.2963,0.0882,0.1538,0.2727,0.1333,0.0435
"X480330.40..",0.64,0.4595,0.2632,0.4545,0.5,0.5333,0.3,0.5,0.5,0.4815,0.5667,0.35,0.5,0.5714,0.5,0.4074,0.3382,0.5897,0.7273,0.4667,0.3478
"X480631.41..",0,0.027,0,0.0909,0.08,0.1,0.1,0.0952,0.1,0.1481,0.1,0.05,0.25,0,0.1667,0.1852,0.2059,0.2051,0,0.1333,0.1304
"X480673.27..",0.12,0.1351,0.1053,0.1818,0.2083,0.1667,0.2,0.2273,0.15,0.1852,0.2,0.1,0.125,0.1429,0,0.037,0.0735,0.1795,0.0909,0.2333,0.0435
"X480779.19..",0.4,0.2857,0.2632,0,0.6087,0.3333,0.3,0.381,0.15,0.2593,0.2667,0.15,0.3,0.1429,0.3333,0.3333,0.1912,0.3158,0.0909,0.2667,0.2609
"X481184.15..",0.04,0.1622,0.0526,0.2727,0.125,0.0667,0.1,0,0.1,0.0741,0.1333,0.25,0.125,0,0.1667,0.0741,0.1765,0.0263,0,0.2,0.087
"X482150.58..",0.52,0.2973,0.4737,0.6364,0.36,0.4,0.2,0.4091,0.2,0.3704,0.3,0.15,0.175,0.2857,0.1667,0.3704,0.2647,0.4474,0.1818,0.3,0.1304
"X482197.57..",0,0,0,0,0.04,0.0333,0,0,0,0,0.0667,0,0.05,0,0,0.037,0.0147,0,0.0909,0.0333,0.0435
"X482974.29..",0.08,0.0541,0.0526,0,0,0,0.05,0.0909,0.1,0.037,0.0667,0.15,0.025,0,0.1667,0.0741,0.0147,0.0513,0.0909,0.0667,0.1364
"X483367.18..",0.4,0.3243,0.2105,0.3636,0.16,0.2333,0.4,0.5,0.2,0.3333,0.4667,0.3,0.25,0.2857,0.1667,0.2963,0.3529,0.5128,0.3636,0.4,0.3913
"X483433.20..",0.56,0.25,0.5789,0.3636,0.4,0.3333,0.15,0.1818,0.2,0.2963,0.3333,0.45,0.425,0.3571,0,0.2593,0.3382,0.3846,0.1818,0.3333,0.3043
"X483643.8..",0.04,0.0541,0.0526,0,0.2609,0.1,0,0.0909,0.1,0.037,0.1,0.05,0.05,0,0.1667,0.1111,0.0294,0.1316,0,0.1667,0.0435
"X483666.7..",0.4,0.3243,0.5789,0.4545,0.625,0.5333,0.3,0.3636,0.4,0.4444,0.4667,0.4,0.55,0.5,0,0.3704,0.5882,0.7027,0.4545,0.6333,0.7273
"X483830.64..",0.04,0.0571,0,0.125,0.1667,0.1071,0,0.0455,0.05,0.037,0.0667,0,0.1,0.0714,0,0.037,0.0441,0.0833,0,0.0345,0.05
"X483884.30..",0.0833,0.0556,0.0526,0,0.0417,0,0,0,0.1,0,0.0667,0.1,0.075,0,0,0.0741,0.0147,0.1053,0.1818,0.0345,0.1364
"X484176.59..",0.0833,0.2162,0.3158,0.0909,0.16,0.0667,0.1,0.0909,0.05,0.1111,0.2333,0.1579,0.125,0.2857,0.2,0.1481,0.0441,0.0513,0.0909,0.1667,0
"X484839.60..",0.4,0.5135,0.1579,0.1818,0.64,0.2667,0.4,0.4091,0.55,0.5185,0.4667,0.35,0.475,0.5,0,0.6667,0.5,0.5,0.5455,0.3,0.3913
"X485213.57..",0.2,0.0556,0.1579,0.1818,0.087,0.3333,0.3,0.1364,0.1,0.3333,0.1667,0.05,0.15,0.1429,0,0.2593,0.1912,0.2895,0.1818,0.1333,0.2174
"X485295.39..",0.0435,0.0541,0.1053,0,0,0.1,0,0,0,0.0741,0.0333,0.05,0.05,0,0,0.1154,0.0735,0.0256,0,0.0333,0.0909
"X485519.63..",0,0,0.1053,0,0.1304,0.0345,0.15,0,0,0.0385,0.0333,0.1,0.05,0,0,0,0.0448,0.0263,0,0,0
"X485957.6..",0,0.2162,0.0526,0,0.04,0,0.1,0.0455,0,0.0741,0.0667,0.05,0,0,0,0.037,0.0294,0.1026,0.1818,0,0.0435
"X486111.68..",0.1364,0.2286,0.4211,0.2,0.1739,0.2069,0.0526,0.1818,0.15,0.1481,0.1,0.3,0.1,0.2143,0.25,0.1538,0.1045,0.0526,0.0909,0.2069,0.1429
"X486230.59..",0.3913,0.2424,0.3684,0.2222,0.56,0.3333,0.6875,0.4091,0.5789,0.28,0.5,0.4,0.275,0.6667,1,0.24,0.3906,0.375,0.5455,0.5,0.2105
"X486587.6..",0.24,0.2432,0.4211,0.6364,0.2,0.4333,0.25,0.2273,0.35,0.2222,0.2333,0.25,0.25,0.2143,0.3333,0.4074,0.3676,0.3421,0.3636,0.1667,0.1739
"X486798.57..",0.087,0.0938,0.2105,0.4,0.125,0.0909,0.1765,0.1818,0.05,0.1364,0.1034,0.2105,0.05,0.25,0,0.1852,0.0615,0.1143,0.3,0.2143,0.1579
"X487173.44..",0.44,0.1892,0.3684,0.1818,0.44,0.4,0.15,0.3636,0.35,0.1852,0.4667,0.4,0.2,0.3571,0.3333,0.3333,0.3235,0.3158,0.3636,0.4,0.2609
"X487334.48..",0.4,0.3514,0.4211,0.4545,0.52,0.2069,0.45,0.4091,0.3,0.4074,0.3,0.5,0.275,0.4286,0.5,0.2963,0.5147,0.1579,0.3636,0.4828,0.2857
"X487491.42..",0.4,0.3243,0.3158,0.2727,0.28,0.4,0.2,0.4545,0.35,0.4815,0.4,0.25,0.625,0.2143,0,0.2963,0.3971,0.3947,0.2727,0.4333,0.2609
"X487527.30..",0.16,0.0811,0.2632,0.0909,0.16,0.0333,0.1,0.2381,0.1,0.0741,0.1,0.3,0.05,0.2857,0,0.1481,0.1324,0.1842,0.2727,0.1333,0.2273
"X487556.7..",0.15,0.1081,0.1765,0.0909,0.3333,0.1379,0.2,0.5,0.25,0.1538,0.2667,0,0.027,0.1429,0.1667,0.2308,0.1692,0.2286,0,0.2963,0.15
"X488019.34..",0,0.0541,0,0,0.08,0.0667,0.15,0,0,0,0.0667,0,0.025,0,0.1667,0,0.0294,0.0769,0,0.0333,0
"X489309.7..",0.6,0.4054,0.3684,0.4545,0.4,0.5333,0.4,0.5714,0.45,0.4815,0.4333,0.4,0.35,0.6429,0.5,0.4444,0.3824,0.4737,0.5455,0.4333,0.3478
"X489747.68..",0.04,0.0811,0.1579,0.3636,0.0833,0.0333,0.1,0.1818,0.05,0.037,0.0333,0.05,0,0.1429,0.1667,0.1111,0.0882,0.0769,0,0.1333,0
"X490579.30..",0.2917,0.3784,0.6316,0.7273,0.52,0.4333,0.5,0.6818,0.45,0.4074,0.5667,0.45,0.4,0.5714,0.5,0.4074,0.4412,0.4872,0.5455,0.5517,0.3913
"X490613.7..",0.28,0.3243,0.2105,0.5455,0.52,0.1667,0.35,0.0909,0.3,0.3704,0.2667,0.05,0.225,0.3571,0.1667,0.1852,0.1618,0.2051,0.1818,0.3333,0.2609
"X491215.60..",0.5,0.4054,0.4737,0.6,0.68,0.3846,0.3333,0.5238,0.55,0.4,0.6,0.35,0.45,0.4286,0.6,0.32,0.5588,0.5833,0.3636,0.4483,0.4444
"X491426.12..",0.04,0.0541,0.1053,0,0,0.1034,0.05,0.1364,0.1,0,0.0333,0.1,0.05,0.0714,0,0,0.0147,0.1795,0.0909,0.1,0.0435
"X491943.16..",0.08,0.0556,0,0,0.08,0.0667,0.05,0,0,0.0741,0,0,0.05,0,0,0.0741,0.0294,0.1026,0,0,0
"X492303.20..",0.25,0.2286,0.4211,0.2727,0.1739,0.2333,0.25,0.1818,0.1,0.2963,0.3333,0.25,0.3,0.2857,0.2,0.1481,0.25,0.2895,0.1818,0.2667,0.1304
"X492703.11..",0.0435,0.1111,0.1053,0,0.125,0.08,0.1875,0.0909,0.4,0.087,0.0667,0.1,0.025,0.1538,0,0.16,0.1538,0.1026,0.3636,0.1724,0.0588
"X493061.43..",0.3478,0.3784,0.4737,NA,0.6667,0.4483,0.3889,0.6364,0.55,0.48,0.5667,0.4,0.4,0.3571,0.6,0.5185,0.4853,0.6389,0.3636,0.6552,0.4444
"X493176.42..",0.0455,0.1429,0.5789,0.4,0.04,0.375,0.3333,0.3182,0.35,0.0833,0.2333,0.2778,0.175,0.2857,0,0.12,0.2951,0.1842,0.0909,0.1724,0.2667
"X493420.25..",0.16,0.1081,0.2105,0,0.04,0.0667,0,0.0909,0.05,0.0385,0.1333,0.05,0.125,0.1429,0,0.037,0.0441,0.1026,0.1818,0,0.087
"X493696.44..",0,0.0541,0.0526,0.3636,0.2,0.0333,0.05,0.0909,0.1,0.1852,0.0333,0,0.075,0.2143,0,0.037,0.1324,0.1026,0.2727,0.0667,0
"X494067.6..",0.08,0.2703,0.2632,0.1818,0.4,0.2,0.15,0.3182,0.35,0.2593,0.3,0.2,0.25,0.2143,0.3333,0.4074,0.3382,0.2432,0.1818,0.4,0.2727
"X494168.25..",0.0435,0.2,0.4211,0.1818,0.3043,0.1724,0.35,0.2381,0.25,0.4074,0.2333,0.3,0.225,0.4286,0.2,0.1923,0.25,0.2778,0.2727,0.3793,0.2727
"X494229.31..",0.08,0.1081,0.1579,0.0909,0.08,0.1,0.15,0.0455,0.15,0.1111,0.0667,0.3,0.075,0.1429,0,0.1111,0.1618,0.1538,0.0909,0.1,0.087
"X494355.52..",0.4,0.2286,0.4737,0.2727,0.3043,0.2,0.35,0.4286,0.35,0.2963,0.4,0.1579,0.225,0.5,0.3333,0.3333,0.3529,0.4865,0.1818,0.3448,0.1304
"X494611.22..",0.1667,0.0811,0,0.0909,0,0.1333,0.05,0.0476,0,0.1111,0,0,0.1,0,0.1667,0.1852,0.1471,0.0256,0,0.0667,0.1739
"X494901.30..",0,0.0571,0.2105,0.1818,0.24,0.0667,0,0.1818,0.1,0.0741,0.1333,0.1,0.075,0,0.3333,0.037,0.1029,0.027,0.0909,0.0667,0.0952
"X494938.34..",0,0.1515,0,0.1429,0,0,0,0,0,0,0,0,0.025,0,0,0.0385,0.0299,0.0256,0,0,0
"X495083.64..",0.1304,0.1351,0.0526,0.0909,0.0417,0.1379,0.1053,0.1364,0.05,0.16,0.1667,0.2,0.15,0.1667,0.2,0.037,0.1045,0.1053,0.2727,0.1,0.1
"X495346.29..",0.32,0.4054,0.5789,0.1818,0.36,0.4667,0.25,0.4091,0.4,0.3704,0.3,0.25,0.275,0.4286,0.8333,0.2963,0.3529,0.2895,0.2727,0.3667,0.3913
"X495625.15..",0,0.0541,0.0526,0,0.0417,0.0333,0,0,0.05,0.037,0.0333,0,0,0,0.1667,0.037,0.0294,0,0,0.0667,0
"X496070.14..",0.5,0.1667,0.4211,0.4545,0.5833,0.4333,0.5263,0.4091,0.55,0.4231,0.5667,0.55,0.55,0.3846,0.8333,0.2963,0.5294,0.641,0.5455,0.6296,0.5238
"X496330.41..",0.4583,0.3784,0.5263,0.6364,0.56,0.2667,0.3,0.4091,0.35,0.3704,0.4,0.55,0.525,0.3571,0.1667,0.3333,0.4265,0.3947,0.3636,0.3667,0.5217
