id,q1,q2,q3,q4,q5,q6,q7,PHt.x,pop.x,sex,length.x,date,trip_start_date,field_season,breeding_year_sampled,oto_age.x,birth_breeding_season,age_in_2017_season,natal_region_microchem,stocked_microchem,lat.x,long.x,sibling_group.x,inferred_stocked.x,inferred_stocked_conservative,pop.y,sex.gonads,sex.x,oto_age.y,length.y,weight,sex.y,age_f,spawned,date_capture,capture_site_name,natal_region,hatchery,capt_region,stocked,Fin.clip.tube.label,Scientific.Name,Field.Season,INPUT..BY,INPUT.DATE,SITE.NUMBER,System,Site.Name,Site.Code,lat.y,long.y,Date.Start..DD.MM.YYYY.,Collector_1,Collector.2,TOTAL.LENGTH..mm.....for.each.individual.animal..,WEIGHT..gms.....for.each.individual.animal.,Age,Sex,S.AV.BQtage,Gonad.wt.g.,Disease.Parasites.Deformity,Sacraficed,Recapture,Genetics.No.,DNA.ref..Keller,Tag.Type_1,Tag.Colour_1,Tag.Number_1,Tag.Date_1,Tag.Lost_1,Tag.Type_2,Tag.Colour_2,Tag.Number_2,Tag.Date_2,Tag.Lost_2,Tag.Type_3,Tag.Colour_3,Tag.Number_3,Tag.Date_3,Tag.Lost_3,General.Comments.relating.to.fauna,Max.Depth..m...of.sample.area.,Ave....Depth..m...of.sample.area.,Depth.recorded.at..m.,EC.uS.cm..at.water.temp..,EC.uS.cm..at25.oC.,Temp..oC,DO..mg.L.,DO....,pH,Turbidity..NTU.,Secchi.Depth..m.,Hardness..as.CaCO3.,Oto.Vial,Comments.on.sampling.site,Plate.No..2018,Row,Column,SARDI.AGE,Fin.clip.tube.label.2,K_fas_comment,id.1,Fin.clip.tube.label.1,Genetics.No..1,Tag.Number_1.1,fas_Fin.clip.tube.label,fas_System,fas_Date.Start..DD.MM.YYYY.,fas_Sex,fas_Genetics.No.,fas_Tag.Number_1,fas_Oto.Vial,fas_FAS.Species,FAS_Batch,FAS_Specimen,fas_Combined.FAS.Code,fas_Original.client.reference,DOC,Otolith.wgt,Comments.1,Comments.2,Original.client.referance,Comments,Comments2,Supplier,Sample_Type,Reader,Reading,Readability,Age.1,Edge_Type,Comments.3,Primordium,ZL_1,ZL_2,ZL_3,ZL_4,ZL_5,ZL_6,ZL_7,ZL_8,ZL_9,ZL_10,ZL_11,ZL_12,ZL_13,ZL_14,ZL_15,ZL_16,ZL_17,ZL_18,ZL_19,ZL_20,ZL_21,ZL_22,ZL_23,ZL_24,ZL_25,ZL_26,ZL_27,ZL_28,ZL_29,ZL_30,Edge,fish_id,sp_id,site_id,microchem_id,tag_id,length.1,weight.1,sex.y.1,age_f.1,spawned.1,date_capture.1,capture_site_name.1,natal_region.1,hatchery.1,capt_region.1,sibling_group.y,natal_region.2,stocked_oto,inferred_stocked.y,inferred_stocked_conservative,PHt.y,Hs_obs,Hs_exp,IR,HL
GOP378,0.4457,0.5067,0.0018,0.0012,0.0207,0.0193,0.0047,0.228101378,CAMPASPE,NA,428,9/5/2018,9/5/2018,2017-2018,2017,5,2012,5,hatchery,YES,-36.56285,144.58766,28,YES,YES,CAMPASPE,,,5,428,1307,NA,5,2012,9/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe,YES,GP943,Macquaria ambigua,2017-2018,christine,31/5/2018,CA0233,CAMPASPE,Avonmore Bridge Road ,,-36.56285,144.58766,9/5/2018,Graeme Hackett,Kim Loeun,428,1307,,,,NA,NA,,NA,GP943,,Dart,,136089,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,NA,NA,NA,417,NA,13.5,7.86,NA,7.67,8.5,0.75,NA,,,1,D,7,NA,GP943,,GOP378,GP943,GP943,136089,GP943,CAMPASPE,9/5/2018,,GP943,136089,136089,15,91,15,15_91_15,136089,9/5/2018,0.32,,GP943,#136089,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,5,WT,,0,0.458,0.779,1.112,1.393,1.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.668,89-136089,MAC AMB,89,gp136089,136089,428,1307,NA,5,2012,9/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe,28,hatchery,YES,YES,YES,0.228101378,0.972668618,1.002599481,-0.007313444,0.649324418
GOP364,0.4277,0.4899,5.00E-04,0.001,0.057,0.0215,0.0023,0.229536747,CAMPASPE,NA,405,10/5/2018,10/5/2018,2017-2018,2017,5,2012,5,hatchery,YES,-36.699744,144.5256643,28,YES,YES,CAMPASPE,,,5,405,1030,NA,5,2012,10/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe,YES,GP_957,Macquaria ambigua,2017-2018,Kim Loeun,1/6/2018,CA0210,CAMPASPE,Campaspe River @ Backhaus Road,,-36.699744,144.5256643,10/5/2018,Graeme Hackett,Kim Loeun,405,1030,,,,NA,NA,,NA,GP_957,,Dart,,136077,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,3.2,2.1,NA,400,NA,14.3,9.7,NA,7.9,5,0.8,NA,,not sure about turbidity,1,F,5,NA,GP_957,,GOP364,GP_957,GP_957,136077,GP_957,CAMPASPE,10/5/2018,,GP_957,136077,136077,15,91,22,15_91_22,136077,10/5/2018,0.297,,GP_957,#136077,,,delwp,Sectioned otolith,K.Krusic-Golub,1,3,5,WT,close inner too pronounced to ignore,0,0.493,0.834,1.178,1.508,1.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.756,89-136077,MAC AMB,89,gp136077,136077,405,1030,NA,5,2012,10/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe,28,hatchery,YES,YES,YES,0.229536747,0.992432491,1.021247638,-0.01893046,0.644717104
GOP377,0.9133,0.001,0.0673,0.001,0.0017,0.008,0.0077,0.231082918,CAMPASPE,NA,471,9/5/2018,9/5/2018,2017-2018,2017,6,2011,6,hatchery,YES,-36.49706638,144.6119579,29,YES,YES,CAMPASPE,,,6,471,1781,NA,6,2011,9/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe,YES,GP942,Macquaria ambigua,2017-2018,christine,31/5/2018,CA0215,CAMPASPE,Campaspe River @ Elmore,,-36.49706638,144.6119579,9/5/2018,Graeme Hackett,Kim Loeun,471,1781,,,,NA,NA,,NA,GP942,,Dart,,136090,,NA,,NA,NA,NA,NA,,NA,,NA,NA,Kept,NA,NA,NA,417,NA,13.9,10.14,NA,7.83,9,770,NA,,,1,C,7,NA,GP942,,GOP377,GP942,GP942,136090,GP942,CAMPASPE,9/5/2018,,GP942,136090,136090,15,91,13,15_91_13,136090,9/5/2018,0.462,,GP942,#136090,,,delwp,Sectioned otolith,K.Krusic-Golub,1,2,6,WT,,0,0.446,0.888,1.19,1.383,1.519,1.673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.736,89-136090,MAC AMB,89,gp136090,136090,471,1781,NA,6,2011,9/5/2018,campaspe reach 2,hatchery,Murrumbidgee,campaspe,29,hatchery,YES,YES,YES,0.231082918,0.983884909,1.015159467,-0.014340776,0.642576714
GOP521,0.7991,0.0025,0.1891,8.00E-04,0.0017,0.0018,0.005,0.235172414,MURRAY-dsYarrawonga,NA,452,16/6/2018,,2017-2018,2017,7,2010,7,hatchery,YES,-36.006414,145.972408,29,YES,YES,MURRAY-dsYarrawonga,,F,7,452,1264,female,7,2010,16/6/2018,d/s yarrawonga,hatchery,Murrumbidgee,upper murray,YES,GP972,Macquaria ambigua,2017-2018,,,,Murray,D/S Yarrawonga,,-36.006414,145.972408,,,,NA,NA,,F,,NA,NA,,NA,GP972,,,,145361,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Field data from Hack - will need to update with main database when entered,3,G,1,NA,GP972,,GOP521,GP972,GP972,145361,GP972,Murray,,F,GP972,145361,145361,15,85,4,15_85_4,145361,16/6/2018,0.448,,GP972,145361,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,7,WT,,0,0.495,0.902,1.222,1.477,1.584,1.713,1.811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.869,154-145361,MAC AMB,154,gp145361,145361,452,1264,female,7,2010,16/6/2018,d/s yarrawonga,hatchery,Murrumbidgee,upper murray,29,hatchery,YES,YES,YES,0.235172414,1.014311422,1.044717086,-0.042452625,0.634372636
GOP391,0.7713,0.001,0.1727,0.001,0.0505,0.0017,0.0018,0.231219848,MURRUMBIDGEE,NA,249,3/4/2018,3/4/2018,2017-2018,2017,3,2014,3,lachlan,NO,-34.61709,146.23889,30,NO,NO,MURRUMBIDGEE,,,3,249,201,NA,3,2014,3/4/2018,gogelderie weir ds,lachlan,,murrumbidgee,NO,GP570,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Gogelderie weir DS,,-34.61709,146.23889,3/4/2018,RAR,,249,201,,U,J,0.2,NA,,NA,GP570,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,,1,A,9,NA,GP570,,GOP391,GP570,GP570,,GP570,Murrumbidgee,3/4/2018,U,GP570,,62,15,88,2,15_88_2,62,3/4/2018,0.124,,GP570,62,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.52,0.929,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.363,180-62,MAC AMB,180,bidggp62,NA,249,201,NA,3,2014,3/4/2018,gogelderie weir ds,lachlan,,murrumbidgee,30,lachlan,NO,NO,NO,0.231219848,0.996814852,1.026646075,-0.019454135,0.641415804
GOP637,0.7899,0.001,0.1983,0.0013,0.0058,0.001,0.0027,0.239568846,GUNBOWER,NA,NA,NA,18/4/2018,2017-2018,2017,NA,NA,NA,NA,,-35.65354,144.14201,30,NO,NO,GUNBOWER,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 864,Macquaria ambigua,2017-2018,,,,Gunbower Creek,Fished from 1 kilometre downstream Chinamans bend to to chinamans bend.,Chinamans Bend,-35.65354,144.14201,18/4/2018,Jason Lieschke; John Mahoney,,364,664,,,,NA,NA,,NA,GP 2018 # GP 864,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,0.9,0.5,0.2,NA,109,16,9.06,91.6,7.8,16.7,0.56,NA,,,4,E,4,NA,GP 2018 # GP 864,,GOP637,GP 2018 # GP 864,GP 2018 # GP 864,,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,,NO,NO,0.239568846,1.033799337,1.063991971,-0.052604442,0.627997636
GOP394,2.00E-04,0,0,0,0,0.9998,0,0.192548747,MURRUMBIDGEE,F,453,3/4/2018,3/4/2018,2017-2018,2017,14,2003,14,murrumbidgee,NO,-34.61709,146.23889,31,UNCLEAR,YES,MURRUMBIDGEE,F,F,14,453,1552,female,14,2003,3/4/2018,gogelderie weir ds,murrumbidgee,,murrumbidgee,NO,GP573,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Gogelderie weir DS,,-34.61709,146.23889,3/4/2018,RAR,,453,1552,,F,4a,70.3,NA,,NA,GP573,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,,1,D,9,NA,GP573,,GOP394,GP573,GP573,,GP573,Murrumbidgee,3/4/2018,F,GP573,,65,15,88,5,15_88_5,65,3/4/2018,0.554,,GP573,65,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,3,14,WT,,0,0.401,0.859,1.156,1.342,1.466,1.596,1.714,1.828,1.926,2.064,2.185,2.287,2.376,2.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.529,180-65,MAC AMB,180,bidggp65,NA,453,1552,female,14,2003,3/4/2018,gogelderie weir ds,murrumbidgee,,murrumbidgee,31,murrumbidgee,NO,UNCLEAR,YES,0.192548747,0.833552652,0.858458172,0.141551436,0.699994026
GOP422,0,0,0,0,2.00E-04,0.9998,0,0.19880994,MURRUMBIDGEE,M,438,4/4/2018,4/4/2018,2017-2018,2017,14,2003,14,murrumbidgee,NO,-34.55772,145.82076,31,UNCLEAR,YES,MURRUMBIDGEE,M,M,14,438,1196,male,14,2003,4/4/2018,yarrada us,murrumbidgee,,murrumbidgee,NO,GP609,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Yarrada US,,-34.55772,145.82076,4/4/2018,RAR,,438,1196,,M,3,3.6,NA,,NA,GP609,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,,2,B,1,NA,GP609,,GOP422,GP609,GP609,,GP609,Murrumbidgee,4/4/2018,M,GP609,,18,15,88,33,15_88_33,18,4/4/2018,0.568,,GP609,18,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,14,WT,,0,0.498,0.913,1.191,1.436,1.596,1.734,1.871,2.002,2.11,2.214,2.306,2.387,2.459,2.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.613,156-18,MAC AMB,156,bidggp18,NA,438,1196,male,14,2003,4/4/2018,yarrada us,murrumbidgee,,murrumbidgee,31,murrumbidgee,NO,UNCLEAR,YES,0.19880994,0.859638997,0.885400754,0.120501735,0.690512276
GOP484,0.0022,8.00E-04,8.00E-04,3.00E-04,0.001,0.9937,0.0012,0.22084196,MURRAY-mid,F,498,16/5/2018,16/5/2018,2017-2018,2017,20,1997,20,hatchery,YES,-35.90646,144.41703,31,UNCLEAR,YES,MURRAY-mid,F,F,20,498,1655,female,20,1997,16/5/2018,ds torrumbarry,hatchery,Murrumbidgee,mid murray,YES,GP767,Macquaria ambigua,2017-2018,,,,Murray,DS Torrumbarry,,-35.90646,144.41703,16/5/2018,JID,,498,1655,,F,3,43.9,NA,,NA,GP767,,Dart,,207650,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,,2,H,8,NA,GP767,,GOP484,GP767,GP767,207650,GP767,Murray,16/5/2018,F,GP767,207650,25,15,89,15,15_89_15,25,16/5/2018,0.759,,GP767,25,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,20,WT,,0,0.595,0.969,1.317,1.517,1.693,1.808,1.93,2.041,2.149,2.247,2.356,2.451,2.566,2.662,2.727,2.808,2.913,3.027,3.115,3.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.266,85-25,MAC AMB,85,mmrgp25,207650,498,1655,female,20,1997,16/5/2018,ds torrumbarry,hatchery,Murrumbidgee,mid murray,31,hatchery,YES,UNCLEAR,YES,0.22084196,0.952094318,0.980756569,0.023887518,0.667702768
GOP466,0.9625,0.0018,0.001,0.001,8.00E-04,0.0318,0.001,0.219772649,MACQUARIE,F,352,6/6/2018,6/6/2018,2017-2018,2017,5,2012,5,hatchery,YES,-31.93445,148.14009,32,UNCLEAR,YES,MACQUARIE,F,F,5,352,561,female,5,2012,6/6/2018,ds gin gin weir,hatchery,Granite,macquarie,YES,GP693,Macquaria ambigua,2017-2018,,,,Macquarie,DS Gin Gin Weir,,-31.93445,148.14009,6/6/2018,DSM,,352,561,,F,3,5.1,NA,,NA,GP693,,Dart,,207734,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,,2,F,6,NA,GP693,,GOP466,GP693,GP693,207734,GP693,Macquarie,6/6/2018,F,GP693,207734,55,15,87,36,15_87_36,55,6/6/2018,0.282,,GP693,55,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,5,WT,ignored very close inner,0,0.47,0.862,1.145,1.404,1.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.739,213-55,MAC AMB,213,mqrgp55,207734,352,561,female,5,2012,6/6/2018,ds gin gin weir,hatchery,Granite,macquarie,32,hatchery,YES,UNCLEAR,YES,0.219772649,0.947725273,0.976169132,0.023766179,0.659031516
GOP449,0.9564,0.001,0.001,0.0012,0.0018,0.038,7.00E-04,0.2311402,MACQUARIE,F,456,5/6/2018,5/6/2018,2017-2018,2017,5,2012,5,hatchery,YES,-31.98735,148.17982,32,UNCLEAR,YES,MACQUARIE,F,F,5,456,1551,female,5,2012,5/6/2018,trangie ski hole,hatchery,Granite,macquarie,YES,GP706,Macquaria ambigua,2017-2018,,,,Macquarie,Trangie Ski Hole,,-31.98735,148.17982,5/6/2018,DSM,,456,1551,,F,3,38.6,NA,,NA,GP706,,Dart,,207721,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,,2,E,4,NA,GP706,,GOP449,GP706,GP706,207721,GP706,Macquarie,5/6/2018,F,GP706,207721,31,15,87,19,15_87_19,31,5/6/2018,0.411,,GP706,31,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,5,WT,,0,0.516,0.907,1.241,1.489,1.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.789,214-31,MAC AMB,214,mqrgp31,207721,456,1551,female,5,2012,5/6/2018,trangie ski hole,hatchery,Granite,macquarie,32,hatchery,YES,UNCLEAR,YES,0.2311402,0.996842708,1.026712775,-0.022665402,0.645065635
GOP433,0.9627,0.001,0.001,0.001,0.0013,0.0317,0.0013,0.233631978,MACQUARIE,M,377,7/6/2018,7/6/2018,2017-2018,2017,5,2012,5,hatchery,YES,-31.65562,147.80093,32,UNCLEAR,YES,MACQUARIE,M,M,5,377,741,male,5,2012,7/6/2018,ds warren weir,hatchery,Granite,macquarie,YES,GP670,Macquaria ambigua,2017-2018,,,,Macquarie,DS Warren,,-31.65562,147.80093,7/6/2018,DSM,,377,741,,M,2a,1,NA,,NA,GP670,,Dart,,207657,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,,2,E,2,NA,GP670,,GOP433,GP670,GP670,207657,GP670,Macquarie,7/6/2018,M,GP670,207657,11,15,87,3,15_87_3,11,7/6/2018,0.283,,GP670,11,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,5,WT,,0,0.51,0.907,1.203,1.457,1.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.784,206-11,MAC AMB,206,mqrgp11,207657,377,741,male,5,2012,7/6/2018,ds warren weir,hatchery,Granite,macquarie,32,hatchery,YES,UNCLEAR,YES,0.233631978,1.007580168,1.037800329,-0.037099622,0.637615083
GOP403,0.6427,0.0098,0.2866,0.0023,0.0506,0.0058,0.002,0.304934327,MURRUMBIDGEE,M,388,3/4/2018,3/4/2018,2017-2018,2017,6,2011,6,lachlan,NO,-34.61709,146.23889,32,UNCLEAR,YES,MURRUMBIDGEE,M,M,6,388,858,male,6,2011,3/4/2018,gogelderie weir ds,lachlan,,murrumbidgee,NO,GP585,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Gogelderie weir DS,,-34.61709,146.23889,3/4/2018,RAR,,388,858,,M,2a,2.9,NA,,NA,GP585,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,,1,E,10,NA,GP585,,GOP403,GP585,GP585,,GP585,Murrumbidgee,3/4/2018,M,GP585,,77,15,88,14,15_88_14,77,3/4/2018,0.308,,GP585,77,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,6,NT,,0,0.65,1.008,1.385,1.589,1.731,1.867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.934,180-77,MAC AMB,180,bidggp77,NA,388,858,male,6,2011,3/4/2018,gogelderie weir ds,lachlan,,murrumbidgee,32,lachlan,NO,UNCLEAR,YES,0.304934327,1.325261322,1.365914506,-0.343888889,0.508217222
GOP608,0.5899,0.0032,0.3871,0.0028,0.0115,0.0037,0.0018,0.226441146,WIMMERA,NA,NA,NA,1/3/2018,2017-2018,2017,NA,NA,NA,NA,,-36.77859,142.06705,32,UNCLEAR,YES,WIMMERA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 852,Macquaria ambigua,2017-2018,,,,Wimmera River,Fished a 1200 metre section downstream Norton Creek confluence.,Norton Creek,-36.77859,142.06705,1/3/2018,Jason Lieschke; John Mahoney,,420,1402,,F,,NA,NA,,NA,GP 2018 # GP 852,,,,134681,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,8.3,2.2,0.2,NA,1656,22.3,5.75,67.3,NA,7.8,0.75,NA,,Additional electrofishing at site,3,F,12,NA,GP 2018 # GP 852,,GOP608,GP 2018 # GP 852,GP 2018 # GP 852,134681,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,,UNCLEAR,YES,0.226441146,0.977981097,1.006857697,-0.022768212,0.644289668
GOP435,0.9802,0.001,8.00E-04,0.0017,0.0038,0.0107,0.0018,0.230265426,MACQUARIE,F,333,6/6/2018,6/6/2018,2017-2018,2017,3,2014,3,hatchery,YES,-31.73379,147.96594,33,UNCLEAR,YES,MACQUARIE,F,F,3,333,530,female,3,2014,6/6/2018,ds state water,hatchery,Granite,macquarie,YES,GP672,Macquaria ambigua,2017-2018,,,,Macquarie,DS State water,,-31.73379,147.96594,6/6/2018,DSM,,333,530,,F,2a,2,NA,,NA,GP672,,Dart,,207655,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,,2,G,2,NA,GP672,,GOP435,GP672,GP672,207655,GP672,Macquarie,6/6/2018,F,GP672,207655,17,15,87,5,15_87_5,17,6/6/2018,0.202,,GP672,17,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,3,WT,,0,0.491,0.911,1.169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.361,208-17,MAC AMB,208,mqrgp17,207655,333,530,female,3,2014,6/6/2018,ds state water,hatchery,Granite,macquarie,33,hatchery,YES,UNCLEAR,YES,0.230265426,0.993269223,1.023294602,-0.015003739,0.649165106
GOP430,0.788,0.0025,0.002,0.001,0.0065,0.1634,0.0367,0.218081435,MACQUARIE,F,420,7/6/2018,7/6/2018,2017-2018,2017,9,2008,9,border,NO,-31.65562,147.80093,33,UNCLEAR,YES,MACQUARIE,F,F,9,420,1172,female,9,2008,7/6/2018,ds warren weir,border,,macquarie,NO,GP668,Macquaria ambigua,2017-2018,,,,Macquarie,DS Warren,,-31.65562,147.80093,7/6/2018,DSM,,420,1172,,F,2a,2.7,NA,,NA,GP668,,Dart,,207659,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,,2,B,2,NA,GP668,,GOP430,GP668,GP668,207659,GP668,Macquarie,7/6/2018,F,GP668,207659,2,15,87,1,15_87_1,2,7/6/2018,0.446,,GP668,2,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,1,9,WT,,0,0.474,0.917,1.239,1.399,1.516,1.637,1.738,1.837,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.068,206-2,MAC AMB,206,mqrgp02,207659,420,1172,female,9,2008,7/6/2018,ds warren weir,border,,macquarie,33,border,NO,UNCLEAR,YES,0.218081435,0.94051514,0.96858343,0.020908991,0.664738423
GOP406,0.8227,0.0198,0.0083,0.001,0.0202,0.0937,0.0343,0.223885794,MURRUMBIDGEE,M,386,3/4/2018,3/4/2018,2017-2018,2017,10,2007,10,hatchery,YES,-34.61709,146.23889,33,UNCLEAR,YES,MURRUMBIDGEE,M,M,10,386,766,male,9,2008,3/4/2018,gogelderie weir ds,hatchery,Murrumbidgee,murrumbidgee,YES,GP588,Macquaria ambigua,2017-2018,,,,Murrumbidgee,Gogelderie weir DS,,-34.61709,146.23889,3/4/2018,RAR,,386,766,,M,2a,2.1,NA,,NA,GP588,,,,,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,,1,H,10,NA,GP588,,GOP406,GP588,GP588,,GP588,Murrumbidgee,3/4/2018,M,GP588,,80,15,88,17,15_88_17,80,3/4/2018,0.38,,GP588,80,,,DELWP,Sectioned otolith,K.Krusic-Golub,1,2,10,WT,,0,0.573,0.573,1.089,1.337,1.497,1.599,1.674,1.773,1.874,1.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.047,180-80,MAC AMB,180,bidggp80,NA,386,766,male,9,2008,3/4/2018,gogelderie weir ds,hatchery,Murrumbidgee,murrumbidgee,33,hatchery,YES,UNCLEAR,YES,0.223885794,0.968520348,0.997577763,-0.010869757,0.649600754
GOP615,0.9773,0.001,0.002,0.001,0.0018,0.0157,0.0012,0.226629872,WIMMERA,NA,NA,NA,27/2/2018,2017-2018,2017,NA,NA,NA,NA,,-36.13698,141.96768,33,UNCLEAR,YES,WIMMERA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,GP 2018 # GP 835,Macquaria ambigua,2017-2018,,,,Wimmera River,"Fished from 2700 metres dowsntream boat ramp, Jeparit Weir pool to 100 metres upstream.",Jeparit Weir,-36.13698,141.96768,27/2/2018,Jason Lieschke; John Mahoney,,435,1282,,,,NA,NA,,NA,GP 2018 # GP 835,,,,134665,,NA,,NA,NA,NA,NA,,NA,,NA,NA,,4.2,1.9,0.2,NA,4134,26,8.49,107.1,NA,10.5,NA,NA,,,4,G,1,NA,GP 2018 # GP 835,,GOP615,GP 2018 # GP 835,GP 2018 # GP 835,134665,,,,,,,,NA,,NA,,,,,,,,,,,,,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,,UNCLEAR,YES,0.226629872,0.979041687,1.007712226,-0.011442508,0.647315045
